sim_index,tau,gamma,rho,R0,near_threshold,peak_I,peak_time,final_R
1799,0.00480086,0.39400004,0.00950512,0.4143,0,951.0,0.0,1553.0
2593,0.00263582,0.11344535,0.00303815,0.79,0,304.0,0.0,4240.0
1274,0.00501803,0.26610048,0.00460248,0.6412,0,460.0,0.0,2532.0
2950,0.01125155,0.4074081,0.00850643,0.939,1,1086.5681,13.05,9548.0
3396,0.01922481,0.347372,0.00873283,1.8817,0,6851.9115,10.04,37105.0
2891,0.01519507,0.45047272,0.00406086,1.1469,1,1790.7124,13.05,14996.0
2363,0.02274607,0.43104813,0.00231162,1.7942,0,6008.7299,10.04,33469.0
2326,0.00769427,0.15222462,0.00492009,1.7185,0,5192.3494,26.1,31001.0
2987,0.00317529,0.10518292,0.00420659,1.0264,1,1383.0379,43.17,11278.0
2803,0.01250942,0.30817852,0.00113792,1.3801,0,2610.0699,21.08,19961.0
2871,0.02134474,0.37253962,0.0034451,1.948,0,7237.7232,10.04,37765.0
3437,0.01191355,0.47134633,0.00760565,0.8594,1,799.7114,7.03,6612.0
910,0.00562201,0.29255173,0.00461513,0.6534,0,462.0,0.0,2051.0
3233,0.00162963,0.14898753,0.00793171,0.3719,0,793.0,0.0,1044.0
1084,0.00872778,0.43977362,0.00499647,0.6748,0,500.0,0.0,1986.0
933,0.01843164,0.35238271,0.00344175,1.7784,0,5697.1791,12.05,32641.0
3952,0.02309045,0.49530346,0.00318041,1.585,0,4166.5134,10.04,26792.0
3668,0.01248439,0.3225157,0.00816613,1.3161,0,2830.7514,12.05,19651.0
2750,0.01269059,0.25619147,0.00916088,1.6842,0,5188.2025,14.06,30758.0
2146,0.00482929,0.26087145,0.00603154,0.6294,0,603.0,0.0,2376.0
2161,0.02038796,0.48791505,0.00488328,1.4207,0,3260.7971,9.04,21864.0
2321,0.01816314,0.4548137,0.00271396,1.3578,0,2809.1251,10.04,18875.0
257,0.00568312,0.13067157,0.00268665,1.4787,0,3584.7382,38.15,23149.0
2904,0.01551263,0.29282537,0.00282989,1.8012,0,6185.7109,13.05,33806.0
3922,0.00567736,0.27417026,0.00659277,0.7041,0,659.0,0.0,3321.0
720,0.00294811,0.1058487,0.00795954,0.947,1,796.0,0.0,7801.0
