sim_index,tau,gamma,rho,R0,near_threshold,peak_I,peak_time,final_R
185,0.00518093,0.48971794,0.00815529,0.3597,0,816.0,0.0,1177.0
957,0.0070786,0.23306136,0.00322161,1.0327,1,1110.4028,20.08,9584.0
2734,0.00157724,0.22791748,0.00653728,0.2353,0,654.0,0.0,805.0
1460,0.02025095,0.47313201,0.00486674,1.4553,0,3231.0696,10.04,22178.0
1341,0.02077498,0.34364219,0.00175593,2.0555,0,7893.9173,13.05,40370.0
1929,0.01036424,0.2048411,0.00251117,1.7203,0,5439.4538,19.08,31942.0
3738,0.01734556,0.47520384,0.00181707,1.241,0,1736.3276,14.06,15275.0
1981,0.00917007,0.14287708,0.00851248,2.1822,0,9002.1276,22.09,44571.0
1044,0.0081346,0.49029616,0.00575953,0.5641,0,576.0,0.0,1154.0
3591,0.02287631,0.43946948,0.00441532,1.7698,0,5739.7809,9.04,33592.0
2261,0.00212535,0.22296831,0.00262038,0.3241,0,262.0,0.0,329.0
692,0.01231144,0.30044244,0.00626187,1.3932,0,3042.345,16.06,21790.0
2554,0.01250313,0.4393349,0.00386165,0.9676,1,976.3796,12.05,7914.0
396,0.01523917,0.439627,0.00786237,1.1786,1,2254.4848,9.04,16274.0
3130,0.0108176,0.41171085,0.00557027,0.8933,1,843.5191,12.05,7163.0
1052,0.00816849,0.17716006,0.00238848,1.5677,0,3759.101,24.1,25017.0
2049,0.00989492,0.32843624,0.00407427,1.0243,1,1472.7714,19.08,11122.0
1262,0.00528381,0.32855505,0.00791859,0.5468,0,792.0,0.0,1462.0
2310,0.00230991,0.05889919,0.00720699,1.3334,0,3069.9779,68.27,20089.0
3548,0.00708573,0.34070364,0.00898531,0.7071,0,899.0,0.0,3420.0
2487,0.01575442,0.31599508,0.00486817,1.6951,0,5041.4755,14.06,30866.0
3626,0.00266221,0.38493519,0.00632055,0.2351,0,632.0,0.0,729.0
3254,0.00676418,0.40419229,0.00682516,0.569,0,683.0,0.0,1318.0
452,0.01383432,0.38403835,0.00734144,1.2248,0,2175.0439,13.05,16193.0
404,0.00772946,0.24811584,0.00407158,1.0592,1,1342.3,14.06,10662.0
3581,0.00828945,0.36772787,0.00164496,0.7664,0,164.0,0.0,1495.0
2606,0.00913255,0.49511342,0.00397041,0.6271,0,397.0,0.0,1892.0
47,0.00552244,0.22191561,0.00638913,0.8461,1,639.0,0.0,4806.0
581,0.01450011,0.45431391,0.00573253,1.0852,1,1488.1878,9.04,10777.0
1143,0.00664303,0.24606038,0.00491027,0.9179,1,599.1647,18.07,5776.0
3802,0.01317063,0.32204505,0.00166703,1.3905,0,2698.8244,19.08,19406.0
3711,0.00441415,0.16132771,0.00158951,0.9303,1,842.7245,65.26,7737.0
1104,0.00165077,0.2580223,0.005266,0.2175,0,527.0,0.0,606.0
45,0.01386911,0.43873432,0.00203756,1.0748,1,1155.9501,16.06,11103.0
2997,0.00257817,0.18804701,0.00813495,0.4661,0,813.0,0.0,1340.0
84,0.01007723,0.38415863,0.00968701,0.8919,1,969.0,0.0,6297.0
2520,0.01361786,0.3245625,0.00617591,1.4266,0,3224.7767,15.06,22533.0
1651,0.01280847,0.26548092,0.00379443,1.6404,0,4810.4083,17.07,28679.0
676,0.00625171,0.29686756,0.00998265,0.716,0,998.0,0.0,4119.0
419,0.00832903,0.10556241,0.00774048,2.6826,0,13525.078,24.1,56280.0
476,0.01946317,0.2591417,0.00292806,2.5536,0,11568.9994,13.05,52483.0
2485,0.00112806,0.05888596,0.0062437,0.6513,0,624.0,0.0,2410.0
518,0.00082672,0.44770149,0.00848687,0.0628,0,849.0,0.0,879.0
2688,0.00719479,0.47276357,0.00562416,0.5174,0,562.0,0.0,1025.0
1650,0.01591183,0.43444743,0.0023038,1.2453,0,1995.5015,15.06,15830.0
1796,0.01484822,0.34871764,0.00447442,1.4477,0,3710.2995,11.04,23147.0
3,0.00900548,0.25458736,0.00674143,1.2027,0,2089.9438,20.08,16425.0
1302,0.00513369,0.1461273,0.00786513,1.1945,1,2072.768,29.12,15058.0
1615,0.00788573,0.29068344,0.00486102,0.9224,1,674.4105,18.07,7260.0
2456,0.00159921,0.46440017,0.00546247,0.1171,0,546.0,0.0,607.0
3794,0.01455469,0.49856026,0.00649483,0.9926,1,952.1451,9.04,9156.0
2278,0.01564526,0.38752724,0.00966443,1.3726,0,3048.32,12.05,21705.0
649,0.02278481,0.42849255,0.00945177,1.8079,0,5724.1573,8.03,33683.0
2784,0.00999956,0.48086755,0.00578478,0.707,0,578.0,0.0,3355.0
3202,0.01424283,0.153426,0.00743116,3.1563,0,17148.9081,16.06,64343.0
415,0.00080346,0.17721099,0.00110559,0.1542,0,111.0,0.0,120.0
609,0.00944122,0.27899604,0.00809882,1.1506,1,2052.8676,12.05,14648.0
2785,0.02219474,0.43338636,0.0018028,1.7412,0,5181.8663,11.04,31456.0
1359,0.00052499,0.39148051,0.00835856,0.0456,0,836.0,0.0,883.0
1270,0.00349768,0.41994239,0.00478433,0.2832,0,478.0,0.0,644.0
2949,0.00751098,0.45930776,0.00284148,0.556,0,284.0,0.0,485.0
3534,0.00661502,0.16186487,0.00798612,1.3895,0,3200.9327,26.1,21239.0
3143,0.01118735,0.16371889,0.00499675,2.3233,0,9891.3934,22.09,47811.0
748,0.0135345,0.38866679,0.00416924,1.184,1,2288.28,11.04,16080.0
2974,0.00591219,0.2661101,0.00367168,0.7554,0,367.0,0.0,3390.0
3466,0.00321481,0.46684318,0.006269,0.2341,0,627.0,0.0,719.0
1988,0.02362806,0.47001121,0.00221191,1.7092,0,5415.7219,9.04,31514.0
1268,0.02112115,0.48224508,0.00581441,1.4891,0,3984.7997,9.04,25148.0
3304,0.01720663,0.42846177,0.00723688,1.3654,0,2555.484,13.05,19386.0
2405,0.01786059,0.36739853,0.00704813,1.6529,0,4606.2238,11.04,29651.0
1100,0.00887085,0.28654404,0.00948535,1.0526,1,1428.01,14.06,12423.0
935,0.00504662,0.12760457,0.00229814,1.3447,0,2631.2947,44.18,19470.0
3596,0.01704546,0.27266715,0.00701807,2.1255,0,8613.0212,12.05,42800.0
2939,0.00517622,0.07140469,0.0025231,2.4647,0,11225.3295,45.18,50592.0
2118,0.01210076,0.4413404,0.00957042,0.9322,1,1124.3473,5.02,8931.0
2646,0.00467331,0.191974,0.00735909,0.8277,1,736.0,0.0,5398.0
416,0.01399428,0.39317902,0.00259971,1.2101,0,1660.2993,16.06,14419.0
3217,0.00840872,0.29780538,0.00587241,0.96,1,648.7589,28.11,8161.0
3740,0.02186119,0.43088163,0.00264091,1.725,0,5075.0921,11.04,30757.0
1323,0.02336842,0.44003143,0.00217487,1.8056,0,5944.7759,11.04,34650.0
3926,0.00557331,0.38889449,0.00514992,0.4873,0,515.0,0.0,1139.0
3984,0.00248777,0.24818906,0.00900105,0.3408,0,900.0,0.0,1289.0
2630,0.00938783,0.19943857,0.00515435,1.6004,0,4279.3998,20.08,27349.0
2178,0.01184223,0.17538845,0.00814073,2.2957,0,10078.8266,17.07,47042.0
2291,0.01086038,0.28510723,0.00163323,1.2951,0,1878.4519,22.09,16235.0
1168,0.00468729,0.32095476,0.00363408,0.4965,0,363.0,0.0,768.0
289,0.01508232,0.4293999,0.00939372,1.1942,1,2219.176,8.03,15628.0
2164,0.00481175,0.14841608,0.00445596,1.1023,1,1481.8489,48.19,12224.0
2955,0.01333688,0.47452666,0.00872035,0.9556,1,1032.3669,11.04,8805.0
3425,0.00417666,0.06605569,0.00163503,2.1498,0,8562.3277,64.26,43360.0
1763,0.00518999,0.13491093,0.00247166,1.308,0,2539.0854,41.16,18230.0
2576,0.00097231,0.08659158,0.00839956,0.3818,0,840.0,0.0,1203.0
282,0.01399987,0.27330719,0.00207063,1.7416,0,5360.655,17.07,31717.0
3941,0.0045266,0.37549661,0.00367132,0.4099,0,367.0,0.0,601.0
654,0.01708117,0.41719504,0.00856725,1.3921,0,3058.4401,9.04,21658.0
686,0.00559127,0.1194825,0.00152115,1.5911,0,4138.8176,41.16,26774.0
3526,0.00711557,0.36862193,0.00758371,0.6563,0,758.0,0.0,3362.0
3847,0.01270717,0.2297396,0.00784818,1.8806,0,6572.2417,15.06,36197.0
1924,0.00139469,0.13266968,0.00778183,0.3574,0,778.0,0.0,1148.0
3101,0.01619069,0.43297203,0.00437397,1.2714,0,2638.3607,9.04,18601.0
965,0.0079111,0.42749505,0.00496565,0.6292,0,497.0,0.0,1685.0
75,0.01214078,0.26258263,0.0066856,1.572,0,4907.9434,15.06,28608.0
2206,0.00539296,0.34419385,0.00756255,0.5327,0,756.0,0.0,1689.0
3930,0.0113257,0.47254694,0.00982106,0.8149,1,982.0,0.0,5787.0
1635,0.00572519,0.17909049,0.00145696,1.0869,1,1401.1177,34.14,11732.0
940,0.02270279,0.45731355,0.00952676,1.6879,0,5324.5632,8.03,30824.0
2184,0.01003054,0.34839281,0.00588318,0.9789,1,1140.4543,13.05,9426.0
1983,0.02097204,0.36846916,0.00680212,1.9352,0,6869.2528,10.04,38264.0
250,0.00581638,0.16502384,0.00945385,1.1984,1,2078.9012,26.1,15566.0
3051,0.01739917,0.2761227,0.00418237,2.1424,0,8620.4714,13.05,43118.0
2975,0.0063536,0.47876758,0.00361674,0.4512,0,362.0,0.0,680.0
2065,0.01538272,0.39834414,0.00430346,1.313,0,2865.7747,11.04,19272.0
2289,0.01105911,0.27531156,0.00802266,1.3658,0,2656.8229,16.06,20422.0
3776,0.01021855,0.12866738,0.00969046,2.7002,0,13249.709,21.08,56499.0
1087,0.00875103,0.42721325,0.00923315,0.6965,0,923.0,0.0,3134.0
3089,0.00258868,0.21147745,0.00248263,0.4162,0,248.0,0.0,458.0
3964,0.01501854,0.29677664,0.00183335,1.7206,0,5065.1616,15.06,30270.0
631,0.01826309,0.39442801,0.00591018,1.5743,0,4237.7021,10.04,27228.0
2744,0.00531426,0.47886485,0.0061243,0.3773,0,612.0,0.0,881.0
350,0.01255681,0.298048,0.00572676,1.4324,0,3270.7245,16.06,21810.0
2167,0.00088364,0.15185167,0.00891661,0.1978,0,892.0,0.0,1096.0
1314,0.00066251,0.01958158,0.00799164,1.1503,1,1863.4144,213.86,6528.0
3487,0.00655632,0.32342169,0.00249081,0.6892,0,249.0,0.0,1840.0
913,0.01616242,0.32019618,0.0034838,1.7162,0,5632.4646,13.05,31569.0
2243,0.01524148,0.39366606,0.00501701,1.3164,0,2686.4945,11.04,18739.0
209,0.00477272,0.20043179,0.00288162,0.8096,1,439.3668,36.14,5227.0
854,0.01423934,0.44116023,0.00188174,1.0974,1,1339.5982,14.06,12158.0
551,0.00804487,0.10410503,0.00822708,2.6274,0,12724.6427,27.11,54883.0
738,0.00975227,0.47304284,0.00153697,0.7009,0,159.4446,16.06,1910.0
3377,0.00163182,0.4585,0.00791146,0.121,0,791.0,0.0,858.0
3117,0.00815508,0.26325535,0.00719211,1.0532,1,1450.9003,17.07,11419.0
113,0.01223564,0.49199399,0.00129903,0.8456,1,343.0163,23.09,3656.0
219,0.00152946,0.07137599,0.00313258,0.7286,0,313.0,0.0,1810.0
1145,0.00254217,0.16557619,0.00799041,0.522,0,799.0,0.0,1650.0
1222,0.00081539,0.38573056,0.00549346,0.0719,0,549.0,0.0,575.0
1921,0.00646461,0.08062873,0.00526671,2.726,0,13841.9381,35.14,57235.0
3755,0.00983318,0.2415095,0.00546215,1.3843,0,2856.9385,18.07,20391.0
1892,0.00194404,0.29601348,0.00119562,0.2233,0,120.0,0.0,143.0
2173,0.00221528,0.41918793,0.00616635,0.1797,0,617.0,0.0,723.0
1935,0.019103,0.47380115,0.00510527,1.3708,0,3036.4259,10.04,20646.0
3972,0.0045482,0.17655923,0.00266168,0.8758,1,494.6391,51.2,5736.0
2641,0.0067341,0.21221389,0.00449512,1.0789,1,1073.6806,36.14,11636.0
131,0.00114282,0.09402872,0.00405641,0.4132,0,406.0,0.0,602.0
2502,0.01104055,0.27349262,0.00884839,1.3725,0,3135.2142,16.06,21636.0
1348,0.00480633,0.26806728,0.00245671,0.6096,0,246.0,0.0,476.0
2524,0.01490036,0.30103647,0.0025434,1.6829,0,4818.9151,15.06,29177.0
2200,0.00745953,0.44146384,0.00335178,0.5745,0,335.0,0.0,1265.0
993,0.00247107,0.10167178,0.00399121,0.8263,1,399.0,0.0,4375.0
1715,0.00237021,0.22259138,0.00686357,0.362,0,686.0,0.0,1010.0
2583,0.00064111,0.37126287,0.00931136,0.0587,0,931.0,0.0,962.0
3933,0.00134116,0.02214732,0.00156482,2.0589,0,8124.3561,195.78,24013.0
2799,0.00594564,0.13550373,0.00867584,1.4919,0,4266.0414,29.12,25820.0
751,0.01618144,0.38240233,0.00680348,1.4387,0,3281.5753,10.04,22811.0
665,0.01863595,0.37505464,0.00221192,1.6894,0,4835.1406,12.05,29933.0
3172,0.0180143,0.33401557,0.0026684,1.8337,0,5908.0974,12.05,33404.0
1329,0.01813739,0.45971122,0.00607638,1.3414,0,3008.409,10.04,20515.0
860,0.00988377,0.14462011,0.0027531,2.3237,0,9642.6929,26.1,47553.0
918,0.02116966,0.42578965,0.00665435,1.6904,0,5080.025,9.04,30457.0
3900,0.01437754,0.40739198,0.00705826,1.1999,1,1955.2821,10.04,15931.0
2992,0.01598317,0.37261918,0.00224808,1.4584,0,3062.7934,14.06,22327.0
1411,0.00668245,0.10702627,0.00640229,2.1229,0,8705.2374,32.13,43216.0
3653,0.015315,0.40447887,0.00890618,1.2874,0,2274.1038,11.04,17913.0
3894,0.00954331,0.17803051,0.00340327,1.8226,0,5886.1695,23.09,33758.0
2463,0.00487325,0.2598377,0.00850793,0.6377,0,851.0,0.0,3150.0
1437,0.00199994,0.39453563,0.0099246,0.1723,0,992.0,0.0,1128.0
3913,0.01255147,0.43303693,0.00509296,0.9855,1,966.1797,12.05,8149.0
472,0.01237313,0.24446419,0.00512608,1.7209,0,5481.6285,17.07,31315.0
3535,0.00394556,0.3557476,0.006069,0.3771,0,607.0,0.0,785.0
3177,0.00152915,0.13829974,0.0066419,0.3759,0,664.0,0.0,941.0
685,0.00559554,0.39682864,0.00175375,0.4794,0,175.0,0.0,458.0
3495,0.01699286,0.47692308,0.00583817,1.2114,0,1493.2336,12.05,14496.0
1175,0.01053067,0.40456906,0.00989645,0.885,1,990.0,0.0,7405.0
1706,0.01138998,0.32127787,0.00152774,1.2054,0,1704.4201,22.09,15496.0
1083,0.02176093,0.44096655,0.00295574,1.6778,0,4521.7548,11.04,29326.0
2350,0.01944845,0.4475751,0.00574489,1.4774,0,3381.1766,10.04,23379.0
1771,0.00581997,0.16313973,0.00378613,1.2129,0,1899.3362,40.16,14796.0
3804,0.00682409,0.41117651,0.0087327,0.5643,0,873.0,0.0,2656.0
1722,0.00332034,0.45029254,0.00949526,0.2507,0,950.0,0.0,1212.0
1005,0.02330168,0.4465982,0.00720354,1.774,0,5657.8085,8.03,33147.0
2098,0.00556394,0.42320988,0.00912796,0.447,0,913.0,0.0,1660.0
3533,0.0193746,0.36479799,0.00579572,1.8058,0,6529.8605,10.04,35204.0
3935,0.01357701,0.3590774,0.00989118,1.2856,0,2683.195,11.04,18744.0
739,0.01722638,0.44880386,0.00418909,1.305,0,2638.9701,12.05,19024.0
3840,0.02092711,0.48824538,0.00603512,1.4573,0,3466.5664,9.04,22551.0
849,0.00639907,0.24644471,0.00354382,0.8828,1,731.8299,19.08,6280.0
974,0.00638472,0.3843334,0.00799075,0.5648,0,799.0,0.0,2014.0
1346,0.01607353,0.36462246,0.0041377,1.4988,0,3330.2719,12.05,23638.0
2820,0.00870429,0.42557252,0.00391454,0.6954,0,391.0,0.0,2566.0
2770,0.01024178,0.12773553,0.00612884,2.7261,0,13273.1858,22.09,55583.0
2053,0.01726654,0.45036732,0.00958038,1.3035,0,2659.4474,10.04,20006.0
3289,0.00383532,0.28141707,0.00913562,0.4634,0,914.0,0.0,1676.0
737,0.01960465,0.45777556,0.00901278,1.4561,0,4008.4483,9.04,24281.0
248,0.01152507,0.16123685,0.00401161,2.4303,0,10428.759,20.08,50086.0
3002,0.00787507,0.46794375,0.00316564,0.5722,0,317.0,0.0,636.0
430,0.01682846,0.36749547,0.00888698,1.5569,0,4085.3066,11.04,26313.0
1063,0.02169045,0.30486307,0.00404479,2.419,0,10890.1956,10.04,49412.0
2501,0.0056025,0.22926338,0.00358427,0.8309,1,433.6328,23.09,4236.0
263,0.01282483,0.26059735,0.00497881,1.6732,0,5108.7297,16.06,30563.0
3628,0.00081245,0.07268684,0.00587141,0.38,0,587.0,0.0,866.0
2515,0.00200248,0.06496652,0.00330275,1.048,1,903.5387,125.5,8869.0
2393,0.01426533,0.4969199,0.00838288,0.9761,1,1189.8276,9.04,9779.0
3823,0.01693411,0.33344773,0.00848886,1.7267,0,5361.6391,11.04,32229.0
2814,0.00472838,0.48295448,0.00685973,0.3329,0,686.0,0.0,870.0
2840,0.01872246,0.3630781,0.0078874,1.7532,0,6010.8365,9.04,33464.0
18,0.00139455,0.46707518,0.00261198,0.1015,0,261.0,0.0,273.0
3490,0.00315971,0.31762093,0.00718509,0.3382,0,719.0,0.0,971.0
3866,0.00844749,0.38674882,0.00881324,0.7426,0,881.0,0.0,4657.0
3780,0.00841207,0.17047667,0.0073262,1.6777,0,4963.4957,23.09,29914.0
3743,0.00701697,0.34718579,0.00228331,0.6872,0,228.0,0.0,1288.0
2331,0.00737873,0.15835037,0.0032881,1.5843,0,3911.3948,26.1,25370.0
483,0.00871139,0.34754337,0.0048833,0.8522,1,523.8863,5.02,5558.0
3214,0.00070778,0.04964353,0.00686131,0.4847,0,686.0,0.0,1227.0
2160,0.00227025,0.11760815,0.00986707,0.6563,0,987.0,0.0,2870.0
3192,0.01140893,0.35092219,0.00752944,1.1054,1,1643.6041,12.05,13097.0
871,0.01840238,0.44898785,0.00515024,1.3935,0,3143.7261,12.05,21710.0
2021,0.01654364,0.41350619,0.00559453,1.3603,0,3303.8508,10.04,21631.0
1855,0.02029923,0.42937509,0.00220897,1.6074,0,4870.5949,12.05,28595.0
3338,0.01483303,0.29814317,0.00330654,1.6915,0,5039.2022,16.06,30762.0
3309,0.00383103,0.48748959,0.00107429,0.2672,0,107.0,0.0,138.0
1849,0.00582698,0.34339805,0.00456161,0.5769,0,456.0,0.0,1395.0
405,0.00131142,0.44471268,0.009604,0.1003,0,960.0,0.0,1017.0
298,0.01486621,0.47376028,0.00900198,1.0669,1,1124.0848,8.03,10991.0
1026,0.01825154,0.37329818,0.0039021,1.6624,0,4319.63,13.05,29280.0
3155,0.01325796,0.35034809,0.00177287,1.2866,0,2359.8734,17.07,17508.0
770,0.0164978,0.1572254,0.00454173,3.5677,0,20006.614,15.06,69795.0
1903,0.00518837,0.33743687,0.00948662,0.5228,0,949.0,0.0,1996.0
3700,0.00347722,0.29933348,0.00975833,0.395,0,976.0,0.0,1580.0
3450,0.00085806,0.41421648,0.00571501,0.0704,0,572.0,0.0,591.0
2217,0.01181668,0.36720081,0.00473418,1.0941,1,1313.8924,12.05,11349.0
3645,0.00972594,0.3357531,0.00847735,0.9849,1,1399.2213,11.04,9979.0
2601,0.01778327,0.49405534,0.00162737,1.2238,0,1925.6398,15.06,16027.0
215,0.00251283,0.20619064,0.00531927,0.4144,0,532.0,0.0,792.0
2390,0.00650935,0.14825747,0.0049827,1.4928,0,3855.2412,26.1,24837.0
996,0.00473839,0.39909295,0.00794785,0.4037,0,795.0,0.0,1220.0
552,0.02361662,0.44032338,0.00890801,1.8236,0,6837.0271,7.03,36803.0
2404,0.02231661,0.45227109,0.00849348,1.6777,0,5726.3492,8.03,31481.0
1666,0.01930944,0.45043024,0.00109114,1.4575,0,3372.8662,12.05,23099.0
395,0.007158,0.24852269,0.00192597,0.9793,1,919.2729,19.08,7741.0
2143,0.01265593,0.41780914,0.00958678,1.0299,1,1467.2486,7.03,11386.0
176,0.02288073,0.35414393,0.00342769,2.1967,0,9400.3426,9.04,45601.0
385,0.01579371,0.33456863,0.00870192,1.605,0,4852.4167,11.04,28425.0
1868,0.00051812,0.05615619,0.00986914,0.3137,0,987.0,0.0,1507.0
3374,0.01732063,0.44106858,0.00684861,1.3352,0,2670.9386,10.04,19614.0
2947,0.00483441,0.18719236,0.00979321,0.8781,1,979.0,0.0,7871.0
3546,0.00702914,0.44032998,0.00811035,0.5428,0,811.0,0.0,1709.0
1699,0.00904671,0.30161705,0.00204172,1.0198,1,1071.7156,30.12,10258.0
2899,0.012893,0.1927664,0.00536679,2.2741,0,9774.9142,16.06,47221.0
3278,0.01903408,0.49054309,0.00314273,1.3193,0,2647.1768,12.05,19337.0
586,0.0041932,0.47737886,0.00501381,0.2986,0,501.0,0.0,701.0
3291,0.01246828,0.30076794,0.00966274,1.4095,0,3334.5631,12.05,23014.0
516,0.01843931,0.41523777,0.00496604,1.5098,0,3181.7471,10.04,23504.0
2192,0.00712885,0.21076208,0.00161747,1.15,1,1586.993,25.1,12796.0
763,0.00152235,0.05958137,0.00475293,0.8687,1,593.101,82.33,6130.0
3824,0.00455781,0.44522197,0.00553068,0.3481,0,553.0,0.0,830.0
3747,0.00222494,0.08530927,0.00594141,0.8868,1,617.5475,70.28,6665.0
3288,0.00132813,0.14563461,0.00638298,0.3101,0,638.0,0.0,904.0
3814,0.00539781,0.18647768,0.00379677,0.9842,1,954.6535,38.15,9144.0
367,0.01792717,0.23401492,0.00796072,2.6046,0,12576.7199,11.04,53703.0
1416,0.00322022,0.20767613,0.00961269,0.5272,0,961.0,0.0,1980.0
519,0.02051761,0.26028915,0.00928491,2.6801,0,13888.1303,9.04,56212.0
3506,0.01575697,0.44081712,0.00897713,1.2153,0,2072.8873,9.04,16647.0
1284,0.00249279,0.35907215,0.00573282,0.236,0,573.0,0.0,695.0
3253,0.01909669,0.47475777,0.00586165,1.3676,0,3289.0002,9.04,21527.0
480,0.01727744,0.40723809,0.00116702,1.4425,0,2785.8465,16.06,20740.0
1312,0.00240612,0.07172391,0.00292922,1.1406,1,1630.4229,70.28,12618.0
1204,0.008335,0.29183028,0.00219273,0.9711,1,716.8787,19.08,8608.0
1511,0.02194074,0.36996949,0.00549175,2.0163,0,7922.6107,9.04,39732.0
2220,0.02200456,0.46961181,0.00798224,1.5931,0,3911.4361,9.04,26683.0
2394,0.00712876,0.22977517,0.00168707,1.0548,1,1312.4247,33.13,11793.0
1622,0.0079525,0.38485439,0.00591561,0.7026,0,592.0,0.0,4048.0
1221,0.01878556,0.33373087,0.00474982,1.9138,0,6714.0718,11.04,37289.0
2679,0.02010431,0.2340667,0.00138501,2.9203,0,15065.2533,14.06,60594.0
313,0.00860457,0.25183533,0.00919682,1.1617,1,2154.3794,17.07,14838.0
3030,0.00540228,0.08705006,0.00358503,2.11,0,8366.3395,41.16,42592.0
1673,0.02010408,0.41731463,0.00908917,1.6379,0,5238.1707,8.03,31074.0
643,0.01445571,0.49395804,0.00539085,0.995,1,1018.8342,8.03,9209.0
1785,0.01420722,0.29081746,0.00703234,1.661,0,4460.888,13.05,28090.0
596,0.00465863,0.1518658,0.00884331,1.043,1,1203.7771,25.1,11112.0
2996,0.00387646,0.4754199,0.00557655,0.2772,0,558.0,0.0,800.0
3614,0.01039816,0.26509934,0.00113724,1.3336,0,2255.4108,21.08,18722.0
241,0.01048882,0.18141067,0.00978524,1.9658,0,7681.3474,16.06,38625.0
3742,0.00723493,0.4290736,0.00742749,0.5733,0,743.0,0.0,1783.0
3005,0.00379479,0.35078747,0.00299118,0.3678,0,299.0,0.0,526.0
3153,0.00366282,0.43466956,0.00787266,0.2865,0,787.0,0.0,1043.0
3518,0.02169958,0.43379466,0.00449339,1.7008,0,4807.1249,9.04,29656.0
3455,0.0096954,0.32037991,0.00275771,1.0289,1,797.3199,21.08,8175.0
3923,0.00910524,0.49274903,0.001452,0.6283,0,185.7648,56.22,2524.0
594,0.00274605,0.07370258,0.00989283,1.2668,0,2874.6681,42.17,19034.0
3753,0.00424308,0.35718805,0.00133623,0.4039,0,134.0,0.0,252.0
34,0.00316285,0.16872811,0.00183637,0.6373,0,184.0,0.0,929.0
2458,0.00799003,0.28557111,0.00964472,0.9513,1,1316.1808,13.05,9392.0
1116,0.01555958,0.46367633,0.00560667,1.1409,1,1536.1081,11.04,12673.0
917,0.00229213,0.45939903,0.0087675,0.1696,0,877.0,0.0,1006.0
3317,0.01010145,0.43158474,0.00927725,0.7958,0,928.0,0.0,6388.0
3315,0.01630267,0.30008537,0.00993662,1.8471,0,6286.6425,12.05,35260.0
3661,0.00948178,0.24002591,0.00820429,1.3431,0,2880.2106,14.06,19848.0
3108,0.00676574,0.4731383,0.00699594,0.4862,0,700.0,0.0,1217.0
2127,0.02106982,0.38203382,0.0079347,1.8752,0,6497.9463,9.04,36218.0
3242,0.00583864,0.38754736,0.00287265,0.5122,0,287.0,0.0,430.0
951,0.02253497,0.47787955,0.0073597,1.6033,0,4584.2853,8.03,28997.0
2960,0.00703319,0.34171621,0.00961544,0.6998,0,962.0,0.0,3729.0
3415,0.00397584,0.28786063,0.00928311,0.4696,0,928.0,0.0,1794.0
2768,0.01398651,0.49110485,0.00458357,0.9683,1,928.2978,9.04,7914.0
3576,0.00725255,0.1762274,0.00477555,1.3993,0,2503.9703,28.11,20094.0
2943,0.01541834,0.38390506,0.00748888,1.3655,0,3406.9808,10.04,21512.0
1944,0.02015183,0.266609,0.00464024,2.5699,0,12418.0298,11.04,54075.0
1176,0.00337472,0.11525486,0.00739544,0.9955,1,920.9147,43.17,8203.0
1429,0.01368477,0.47648208,0.00794503,0.9765,1,1169.9462,8.03,9798.0
1850,0.00844058,0.18536153,0.00589882,1.5482,0,4493.1675,22.09,26751.0
119,0.0023594,0.46836923,0.00326723,0.1713,0,327.0,0.0,367.0
3512,0.01419046,0.35542859,0.00592876,1.3574,0,3031.524,12.05,20660.0
1070,0.01506803,0.38495644,0.00171865,1.3308,0,2305.7102,19.08,17852.0
1870,0.00821132,0.14061981,0.00197962,1.9854,0,7096.2183,31.12,38700.0
2625,0.00589983,0.26812864,0.00230761,0.7481,0,231.0,0.0,2810.0
823,0.01753796,0.47064929,0.00498591,1.267,0,2462.0373,9.04,17665.0
3333,0.02262929,0.41098107,0.00160096,1.8721,0,6386.5404,11.04,35354.0
1277,0.00124855,0.10461777,0.00321199,0.4058,0,321.0,0.0,468.0
1243,0.00740028,0.30658895,0.00672881,0.8207,1,673.0,0.0,5573.0
2198,0.0205737,0.41137839,0.00187045,1.7004,0,5330.4776,11.04,30612.0
3887,0.00193003,0.37543477,0.00895865,0.1748,0,896.0,0.0,987.0
1073,0.01085821,0.14515716,0.00453503,2.5433,0,12384.9569,21.08,53396.0
2175,0.0137759,0.38378277,0.00970693,1.2204,0,2328.2373,9.04,16471.0
1959,0.01006259,0.48929895,0.00989698,0.6992,0,990.0,0.0,4413.0
2876,0.02363239,0.42371508,0.0028094,1.8963,0,6618.7111,11.04,35958.0
3977,0.01818298,0.28295698,0.00473912,2.1849,0,8947.0466,11.04,44096.0
1439,0.00222023,0.41865939,0.00602667,0.1803,0,603.0,0.0,705.0
1869,0.02152894,0.46793098,0.00678883,1.5643,0,4425.7125,8.03,27946.0
1782,0.00722825,0.44539636,0.00639766,0.5518,0,640.0,0.0,1618.0
3828,0.00802772,0.11293112,0.00977472,2.4169,0,10848.1021,25.1,50021.0
3844,0.00707934,0.19986532,0.00199651,1.2043,0,1848.451,34.14,15332.0
2874,0.01311753,0.34220133,0.00485593,1.3033,0,2375.8433,13.05,18267.0
2417,0.02339072,0.29899089,0.00804121,2.6599,0,12805.7046,9.04,54922.0
2510,0.00336025,0.18653559,0.00878168,0.6125,0,878.0,0.0,2408.0
486,0.01359414,0.49705072,0.00891496,0.9299,1,904.6527,8.03,8050.0
354,0.01685137,0.41273159,0.00364586,1.3882,0,2865.9453,13.05,20656.0
