sim_index,tau,gamma,rho,R0,near_threshold,peak_I,peak_time,final_R
1144,0.0172189,0.88384063,0.00321045,0.6624,0,321.0,0.0,1974.0
1690,0.01016795,0.262719,0.00330754,1.3159,0,2530.5346,21.08,18424.0
1586,0.00885445,0.8146785,0.00239401,0.3695,0,239.0,0.0,308.0
2056,0.00807911,0.21433955,0.00736661,1.2816,0,2343.2546,21.08,17091.0
2708,0.00701218,0.90983976,0.00675149,0.262,0,675.0,0.0,845.0
709,0.01529726,0.77872979,0.00833101,0.6679,0,833.0,0.0,4245.0
1620,0.01292036,0.42162912,0.00649425,1.0419,1,1403.4149,10.04,11412.0
2976,0.00899933,0.77893836,0.00613962,0.3928,0,614.0,0.0,970.0
2536,0.00279989,0.29192416,0.00553026,0.3261,0,553.0,0.0,743.0
1455,0.0167715,0.74126298,0.00965295,0.7693,0,965.0,0.0,4584.0
3843,0.00058193,0.17890292,0.00058854,0.1106,0,59.0,0.0,68.0
3491,0.00236431,0.88877702,0.00317314,0.0904,0,317.0,0.0,333.0
3912,0.00914489,0.63175583,0.00059449,0.4922,0,59.0,0.0,72.0
3228,0.0109239,0.97586492,0.00763495,0.3806,0,763.0,0.0,1227.0
3578,0.01586426,0.62049735,0.00472942,0.8693,1,630.8207,8.03,5803.0
3226,0.01772396,0.89106744,0.00918256,0.6763,0,918.0,0.0,2972.0
3199,0.00109155,0.63862949,0.00371883,0.0581,0,372.0,0.0,387.0
3343,0.00458375,0.91107029,0.00554254,0.1711,0,554.0,0.0,621.0
3579,0.01945959,0.76786,0.00700334,0.8616,1,752.3479,5.02,6420.0
2193,0.01484487,0.99113898,0.00343624,0.5092,0,344.0,0.0,922.0
3332,0.00536539,0.57366819,0.00982225,0.318,0,982.0,0.0,1295.0
3615,0.00600777,0.37194458,0.00305564,0.5492,0,306.0,0.0,817.0
1188,0.00544186,0.43232259,0.00016182,0.428,0,16.0,0.0,19.0
2850,0.00503929,0.65770967,0.00508091,0.2605,0,508.0,0.0,649.0
454,0.00183149,0.29210279,0.00013184,0.2132,0,17.0972,10.04,58.0
1012,0.00068828,0.38643753,0.00511573,0.0606,0,512.0,0.0,532.0
3580,0.01732733,0.30337819,0.00016221,1.9419,0,6908.8314,17.07,37355.0
3744,0.01799446,0.5264697,0.00871057,1.1621,1,1960.057,9.04,15289.0
3417,0.01533951,0.87752099,0.00510555,0.5943,0,511.0,0.0,2220.0
3350,0.00293768,0.33605532,0.00794002,0.2972,0,794.0,0.0,1107.0
2495,0.01627678,0.8005769,0.00381591,0.6913,0,382.0,0.0,3189.0
3562,0.00470898,0.49146926,0.00346365,0.3258,0,346.0,0.0,598.0
2298,0.00818211,0.86806249,0.00868031,0.3205,0,868.0,0.0,1094.0
2003,0.01236169,0.98834369,0.00952737,0.4253,0,953.0,0.0,1723.0
3963,0.01759783,0.42877244,0.00945986,1.3954,0,3321.2702,9.04,22126.0
3098,0.0114454,0.94629493,0.0022685,0.4112,0,227.0,0.0,357.0
2765,0.00869145,0.60087785,0.00678594,0.4918,0,679.0,0.0,1331.0
175,0.00213375,0.82435745,0.00715207,0.088,0,715.0,0.0,749.0
2185,0.01211885,0.64244333,0.00617,0.6414,0,617.0,0.0,1985.0
522,0.00937682,0.65712282,0.00105194,0.4852,0,105.0,0.0,152.0
1738,0.00816597,0.56535196,0.00214806,0.4911,0,215.0,0.0,551.0
1124,0.0079229,0.83398678,0.00422785,0.323,0,423.0,0.0,613.0
512,0.01387668,0.7301798,0.00406487,0.6462,0,406.0,0.0,1175.0
1804,0.0009929,0.04762389,0.00866056,0.7089,0,866.0,0.0,4086.0
2989,0.00047561,0.33966072,0.00117413,0.0476,0,117.0,0.0,120.0
3708,0.01225982,0.57828225,0.00374319,0.7208,0,374.0,0.0,3539.0
3308,0.00269879,0.22490519,0.00594224,0.408,0,594.0,0.0,1206.0
3499,0.01746764,0.35562993,0.00406675,1.67,0,4804.7849,11.04,29337.0
3342,0.00299568,0.5134132,0.00478309,0.1984,0,478.0,0.0,585.0
377,0.00318962,0.07461755,0.00457632,1.4534,0,3384.0686,58.23,23694.0
3120,0.01119226,0.98698949,0.00873371,0.3856,0,873.0,0.0,1349.0
2389,0.01240308,0.65343359,0.00568111,0.6454,0,568.0,0.0,2180.0
122,0.00701272,0.20736752,0.00081842,1.1498,1,1306.7765,48.19,12404.0
1118,0.00139001,0.68016428,0.00551419,0.0695,0,551.0,0.0,577.0
3387,0.01883273,0.34524455,0.00789898,1.8547,0,6168.9294,10.04,34376.0
2472,0.01734551,0.74273467,0.00296381,0.794,0,296.0,0.0,3522.0
2047,0.00892375,0.70961419,0.00800672,0.4276,0,801.0,0.0,1506.0
192,0.01062174,0.28013092,0.00286441,1.2892,0,2346.4291,19.08,18127.0
2927,0.00691688,0.63854816,0.00604451,0.3683,0,604.0,0.0,866.0
3099,0.01448843,0.83231547,0.00186328,0.5919,0,186.0,0.0,655.0
2411,0.00729472,0.70870402,0.00242081,0.35,0,242.0,0.0,312.0
1953,0.01621356,0.83053568,0.00612158,0.6637,0,612.0,0.0,2217.0
1875,0.00521693,0.06600634,0.0085379,2.6873,0,13163.7756,43.17,55849.0
1440,0.00834549,0.12511923,0.00094145,2.2678,0,9855.8712,31.12,46624.0
1152,0.01985956,0.75613924,0.00071404,0.893,1,368.4637,15.06,5319.0
31,0.0104837,0.15706491,0.00389636,2.2694,0,10091.2452,21.08,46923.0
865,0.01630891,0.29883175,0.00261669,1.8556,0,5705.2133,14.06,33717.0
1276,0.01069825,0.24488797,0.00290581,1.4853,0,3713.3955,20.08,24899.0
3296,0.01100725,0.90539264,0.00732824,0.4134,0,733.0,0.0,1143.0
2092,0.01988457,0.3471936,0.00399719,1.9473,0,6690.9092,11.04,37139.0
1305,0.00525499,0.17395272,0.00294176,1.0271,1,1271.6531,51.2,11117.0
3765,0.01519796,0.58458317,0.00056184,0.8839,1,56.0,0.0,98.0
1701,0.01533276,0.75324497,0.00591674,0.6921,0,592.0,0.0,2461.0
2579,0.01320524,0.55365994,0.00363572,0.8109,1,401.5247,8.03,4398.0
3679,0.00235616,0.60673065,0.00502499,0.132,0,502.0,0.0,548.0
743,0.01055956,0.42582889,0.00142497,0.8431,1,478.3825,24.1,4184.0
2292,0.00809893,0.56145647,0.00310229,0.4904,0,310.0,0.0,664.0
409,0.01649835,0.40565505,0.0063652,1.3828,0,3228.0104,11.04,21693.0
1873,0.01291793,0.40673833,0.00614421,1.0798,1,1289.2981,14.06,12195.0
3191,0.00119734,0.53150812,0.00096303,0.0766,0,96.0,0.0,109.0
3115,0.01863336,0.37721041,0.00078203,1.6795,0,4813.4844,14.06,29447.0
1055,0.0007803,0.51989521,0.00741204,0.051,0,741.0,0.0,772.0
1463,0.00186954,0.52558386,0.00811233,0.1209,0,811.0,0.0,878.0
2552,0.00280588,0.11283469,0.00935069,0.8455,1,935.0,0.0,6010.0
638,0.0101212,0.5278988,0.00722597,0.6519,0,723.0,0.0,2243.0
1441,0.00744873,0.82226006,0.00376414,0.308,0,376.0,0.0,475.0
186,0.00866834,0.72325332,0.00354429,0.4075,0,354.0,0.0,661.0
2006,0.00909426,0.49105412,0.00409589,0.6297,0,410.0,0.0,1385.0
1069,0.00108043,0.21764906,0.00559717,0.1688,0,560.0,0.0,631.0
1449,0.00751246,0.42221479,0.00428537,0.605,0,429.0,0.0,1309.0
1473,0.01467239,0.97576865,0.00322367,0.5112,0,322.0,0.0,677.0
174,0.00676884,0.62365508,0.0062845,0.369,0,628.0,0.0,970.0
2597,0.00457713,0.20760083,0.00689164,0.7496,0,689.0,0.0,4583.0
2884,0.00846476,0.65653795,0.00594273,0.4384,0,594.0,0.0,887.0
3510,0.00321185,0.96850309,0.00145987,0.1128,0,146.0,0.0,156.0
1677,0.00829873,0.37862465,0.00871452,0.7452,0,871.0,0.0,5047.0
2901,0.01605321,0.40054867,0.00430259,1.3627,0,3111.4115,12.05,20537.0
3359,0.01884549,0.36273821,0.00067053,1.7664,0,5479.1727,14.06,32130.0
2759,0.01133979,0.82806419,0.00968469,0.4656,0,968.0,0.0,1974.0
625,0.0129548,0.38312541,0.00046106,1.1497,1,1325.2975,25.1,12772.0
3759,0.01607959,0.85428898,0.00189178,0.64,0,189.0,0.0,1067.0
680,0.00233068,0.81372474,0.00801306,0.0974,0,801.0,0.0,854.0
2045,0.01052874,0.97583176,0.00718322,0.3668,0,718.0,0.0,1406.0
470,0.00393396,0.45086482,0.00996221,0.2967,0,996.0,0.0,1339.0
554,0.0046793,0.47742459,0.00762743,0.3332,0,763.0,0.0,1098.0
1088,0.01292429,0.74150143,0.00590776,0.5926,0,591.0,0.0,2136.0
1132,0.00036522,0.7189046,0.00157321,0.0173,0,157.0,0.0,159.0
2845,0.01576393,0.56031164,0.00419206,0.9566,1,957.0834,8.03,7907.0
2956,0.01684473,0.37191319,0.00913271,1.5399,0,3974.1018,10.04,25489.0
178,0.00559169,0.90626782,0.0048304,0.2098,0,483.0,0.0,603.0
1067,0.01647252,0.47434013,0.00346062,1.1807,1,1956.7836,12.05,15001.0
1692,0.0158812,0.4158067,0.00475203,1.2986,0,2305.0958,10.04,17503.0
1912,0.00715472,0.805693,0.00224885,0.3019,0,225.0,0.0,303.0
1727,0.00175637,0.30379087,0.00161261,0.1966,0,161.0,0.0,196.0
2984,0.01886042,0.63876642,0.00749854,1.0039,1,1107.9948,7.03,11052.0
135,0.01063893,0.61134438,0.00489357,0.5917,0,489.0,0.0,1432.0
3569,0.01422961,0.99511756,0.00055486,0.4862,0,55.0,0.0,102.0
3552,0.01318614,0.60543562,0.00482367,0.7405,0,482.0,0.0,1380.0
2109,0.00767146,0.83646992,0.00185188,0.3118,0,185.0,0.0,269.0
1744,0.01017589,0.67565441,0.00961956,0.5121,0,962.0,0.0,1999.0
1517,0.0021546,0.24423753,0.00896802,0.2999,0,897.0,0.0,1181.0
3680,0.00715626,0.68018985,0.00642547,0.3577,0,643.0,0.0,1126.0
812,0.00295106,0.9573822,0.00301647,0.1048,0,302.0,0.0,320.0
797,0.01651904,0.90015358,0.00964158,0.6239,0,964.0,0.0,3018.0
2511,0.00101312,0.55492,0.00857408,0.0621,0,857.0,0.0,889.0
3521,0.01716724,0.95609271,0.00512774,0.6105,0,513.0,0.0,1731.0
2627,0.00383337,0.28904935,0.00659708,0.4509,0,660.0,0.0,1688.0
400,0.00576915,0.46198069,0.00189437,0.4246,0,189.0,0.0,354.0
3911,0.01942475,0.73765472,0.00597518,0.8953,1,692.5167,8.03,7518.0
2620,0.00399084,0.46917831,0.00871389,0.2892,0,871.0,0.0,1111.0
68,0.00383854,0.64544008,0.00209217,0.2022,0,209.0,0.0,251.0
1412,0.01285478,0.68947905,0.00289429,0.6339,0,289.0,0.0,2735.0
2419,0.00427656,0.1312558,0.00328226,1.1078,1,1485.5148,40.16,12538.0
693,0.00352837,0.90439346,0.00341065,0.1326,0,341.0,0.0,367.0
3539,0.01379548,0.96132797,0.00421067,0.4879,0,421.0,0.0,668.0
352,0.00970898,0.77280951,0.00080005,0.4271,0,80.0,0.0,384.0
1257,0.00876313,0.73875731,0.00333527,0.4033,0,334.0,0.0,503.0
1048,0.01572643,0.33110209,0.00788175,1.6149,0,4458.6757,11.04,28451.0
3156,0.01460527,0.82551482,0.00709993,0.6015,0,710.0,0.0,2794.0
1695,0.01563772,0.55334768,0.00961237,0.9608,1,1137.4412,8.03,9509.0
2658,0.01662333,0.85530294,0.00587966,0.6608,0,588.0,0.0,2879.0
2149,0.01194718,0.48108595,0.00644197,0.8443,1,644.0,0.0,5449.0
3507,0.0144877,0.95891007,0.00523233,0.5137,0,523.0,0.0,1018.0
50,0.00355819,0.27857179,0.00139162,0.4343,0,139.0,0.0,183.0
1490,0.00448035,0.14229636,0.00675921,1.0705,1,1313.1947,32.13,11897.0
2029,0.00376862,0.76455078,0.00055398,0.1676,0,55.0,0.0,55.0
2833,0.01534464,0.81124521,0.00541539,0.6431,0,542.0,0.0,2575.0
1799,0.0062767,0.54287819,0.00496564,0.3931,0,497.0,0.0,772.0
2593,0.00159901,0.32915509,0.00736113,0.1652,0,736.0,0.0,828.0
1274,0.00697143,0.8406179,0.00587409,0.282,0,587.0,0.0,744.0
2950,0.0079803,0.77274294,0.00844472,0.3511,0,844.0,0.0,1088.0
3396,0.00131266,0.26609772,0.00760098,0.1677,0,760.0,0.0,830.0
2891,0.00879814,0.28388976,0.00612186,1.0537,1,1478.4619,17.07,12475.0
2363,0.01968846,0.8739597,0.0014143,0.7659,0,229.0571,11.04,3382.0
2326,0.01358156,0.83881194,0.00195533,0.5505,0,196.0,0.0,461.0
2987,0.00420506,0.54408641,0.0046264,0.2628,0,463.0,0.0,588.0
2803,0.0023228,0.27940343,0.00132463,0.2827,0,132.0,0.0,160.0
2871,0.01836897,0.7031131,0.00240125,0.8883,1,529.7712,14.06,6593.0
3437,0.00619087,0.63802774,0.00141971,0.3299,0,142.0,0.0,188.0
910,0.00649736,0.25575982,0.00591512,0.8637,1,722.2235,29.12,7016.0
3233,0.00685661,0.27153494,0.00794668,0.8585,1,795.0,0.0,5807.0
1084,0.01565007,0.56026601,0.00443426,0.9497,1,992.04,10.04,8503.0
933,0.00651466,0.69738476,0.00784815,0.3176,0,785.0,0.0,1052.0
3952,0.00384027,0.99494433,0.00784993,0.1312,0,785.0,0.0,891.0
3668,0.01314521,0.89242908,0.00615956,0.5008,0,616.0,0.0,1606.0
2750,0.01000267,0.80343357,0.00056792,0.4233,0,57.0,0.0,138.0
2146,0.00271887,0.72685477,0.008459,0.1272,0,846.0,0.0,933.0
2161,0.01915866,0.58933147,0.0061149,1.1053,1,1133.2372,11.04,10878.0
2321,0.01048232,0.30641542,0.00491486,1.1631,1,1981.9264,15.06,14712.0
257,0.00471724,0.17902872,0.00255108,0.8959,1,683.6784,38.15,6737.0
2904,0.00101206,0.4217829,0.00945496,0.0816,0,945.0,0.0,995.0
3922,0.01421581,0.83995501,0.00218367,0.5754,0,218.0,0.0,517.0
720,0.01114388,0.85101242,0.00474168,0.4452,0,474.0,0.0,684.0
433,0.00099341,0.55204924,0.00806411,0.0612,0,806.0,0.0,835.0
2477,0.01440541,0.94297797,0.00636087,0.5194,0,636.0,0.0,1840.0
1663,0.00332206,0.49640157,0.00368195,0.2275,0,368.0,0.0,467.0
48,0.01079359,0.9868942,0.00905356,0.3719,0,905.0,0.0,1540.0
1053,0.01270506,0.35107982,0.00800635,1.2304,0,2241.2459,12.05,16389.0
2210,0.00827148,0.78998043,0.00962797,0.356,0,963.0,0.0,1359.0
769,0.01055192,0.6688176,0.00495689,0.5364,0,496.0,0.0,1441.0
3435,0.01326257,0.51049433,0.00010969,0.8833,1,256.104,31.12,4062.0
877,0.01728666,0.50419972,0.00033741,1.1657,1,1675.3522,16.06,13205.0
3395,0.01287581,0.73341161,0.00691802,0.5969,0,692.0,0.0,2075.0
3928,0.01100892,0.49178331,0.00812566,0.7611,0,813.0,0.0,4221.0
1001,0.01156631,0.64895142,0.00603635,0.606,0,604.0,0.0,1111.0
1593,0.00581075,0.33853902,0.00627233,0.5836,0,627.0,0.0,1756.0
1985,0.0009197,0.30099857,0.00465931,0.1039,0,466.0,0.0,513.0
1452,0.00240544,0.75581861,0.00320146,0.1082,0,320.0,0.0,342.0
1376,0.01717903,0.45723237,0.00915611,1.2774,0,2651.2877,9.04,17953.0
1491,0.00532643,0.34587706,0.00804427,0.5236,0,804.0,0.0,2308.0
1064,0.00246499,0.70635339,0.00860471,0.1187,0,860.0,0.0,954.0
281,0.0083184,0.29216428,0.00709859,0.968,1,1072.3755,15.06,8830.0
1891,0.00605958,0.11498421,0.00906394,1.7918,0,6055.5074,31.12,33883.0
2682,0.00086977,0.71861059,0.00727405,0.0412,0,727.0,0.0,754.0
2427,0.00908134,0.39413522,0.00070261,0.7834,0,70.0,0.0,178.0
719,0.01289673,0.53252243,0.00369022,0.8234,1,369.0,0.0,3725.0
697,0.00420112,0.36615312,0.00806717,0.3901,0,807.0,0.0,1171.0
2908,0.0079124,0.370363,0.00693587,0.7264,0,694.0,0.0,4224.0
3859,0.00339507,0.49404439,0.00469118,0.2336,0,469.0,0.0,545.0
835,0.00595187,0.20860986,0.00612689,0.9701,1,945.2538,24.1,8702.0
3012,0.00803285,0.96746281,0.00081009,0.2823,0,81.0,0.0,92.0
2741,0.01272128,0.81965091,0.00432335,0.5277,0,432.0,0.0,1449.0
1135,0.00827857,0.67558822,0.00855258,0.4166,0,855.0,0.0,1739.0
212,0.01346167,0.32347893,0.00781973,1.4149,0,3310.8831,12.05,22557.0
2594,0.01103765,0.8153984,0.0016869,0.4602,0,169.0,0.0,348.0
321,0.006602,0.51508924,0.0081099,0.4358,0,811.0,0.0,1229.0
2091,0.00411629,0.72095947,0.0093481,0.1941,0,935.0,0.0,1053.0
2808,0.00686674,0.07757577,0.00123408,3.0096,0,15304.3818,39.16,60335.0
424,0.01133582,0.78271302,0.0034329,0.4924,0,343.0,0.0,638.0
663,0.01151597,0.80531109,0.00112648,0.4862,0,113.0,0.0,200.0
1101,0.00108916,0.31517797,0.0047137,0.1175,0,471.0,0.0,513.0
1980,0.00179087,0.27639855,0.00492483,0.2203,0,492.0,0.0,580.0
3429,0.01333829,0.9975741,0.00582993,0.4546,0,583.0,0.0,1112.0
1808,0.00908108,0.26919698,0.00689133,1.147,1,1949.7887,15.06,14124.0
1575,0.01339156,0.43094069,0.00114467,1.0566,1,1238.3682,19.08,10047.0
2022,0.00070568,0.9336657,0.00117764,0.0257,0,118.0,0.0,119.0
2865,0.00630609,0.45864402,0.00703702,0.4675,0,704.0,0.0,1295.0
3602,0.00094824,0.27796382,0.0011367,0.116,0,114.0,0.0,121.0
557,0.00085641,0.95578875,0.00632584,0.0305,0,633.0,0.0,643.0
2345,0.00401484,0.58385668,0.00403922,0.2338,0,404.0,0.0,503.0
2595,0.00253911,0.91622939,0.00487255,0.0942,0,487.0,0.0,514.0
3872,0.0116971,0.46675296,0.00475431,0.8521,1,475.0,0.0,5154.0
3686,0.00311845,0.62648745,0.0094352,0.1692,0,944.0,0.0,1070.0
1215,0.00891594,0.54407909,0.00289546,0.5572,0,290.0,0.0,1053.0
2391,0.01118297,0.89307201,0.00070418,0.4257,0,70.0,0.0,121.0
2851,0.00585068,0.38470961,0.00670072,0.5171,0,670.0,0.0,1312.0
2439,0.00195595,0.16323911,0.00224748,0.4074,0,225.0,0.0,470.0
2794,0.01212298,0.39237195,0.00294695,1.0505,1,1302.2691,17.07,10898.0
3251,0.0019746,0.35883259,0.00706732,0.1871,0,707.0,0.0,795.0
1494,0.01749273,0.93621916,0.0051101,0.6353,0,511.0,0.0,1656.0
1107,0.00130939,0.41190154,0.00157245,0.1081,0,157.0,0.0,168.0
2446,0.01845381,0.7424762,0.00609369,0.8451,1,628.0482,5.02,5423.0
3357,0.01186736,0.50610621,0.00291098,0.7972,0,644.3029,14.06,5206.0
975,0.00707114,0.5631424,0.00367675,0.4269,0,368.0,0.0,592.0
444,0.01844037,0.93779151,0.00242484,0.6686,0,242.0,0.0,638.0
3275,0.01953626,0.57278818,0.00986295,1.1596,1,2032.7564,7.03,14961.0
3391,0.01651254,0.55759285,0.00247603,1.0069,1,825.4625,9.04,8666.0
2793,0.00663111,0.23733114,0.00539839,0.95,1,823.8905,28.11,8075.0
3303,0.00874449,0.51955558,0.00756648,0.5722,0,757.0,0.0,1706.0
1389,0.00774705,0.36157833,0.00460457,0.7285,0,460.0,0.0,3131.0
2017,0.01040059,0.83156653,0.00289885,0.4252,0,290.0,0.0,468.0
2892,0.01394198,0.65165251,0.007079,0.7274,0,708.0,0.0,3844.0
1750,0.01130055,0.27580805,0.0072114,1.3931,0,2748.0608,13.05,20259.0
3943,0.00663905,0.81628222,0.00483491,0.2765,0,483.0,0.0,712.0
1372,0.00703428,0.45611126,0.00194856,0.5244,0,195.0,0.0,334.0
3378,0.00391324,0.34615027,0.0070703,0.3844,0,707.0,0.0,1051.0
2308,0.00192375,0.24333611,0.00468659,0.2688,0,469.0,0.0,579.0
3402,0.01209673,0.39958776,0.00643163,1.0293,1,1330.736,13.05,11380.0
365,0.01458141,0.3735222,0.00240747,1.3273,0,3145.5408,12.05,19408.0
514,0.00051305,0.53134399,0.00671626,0.0328,0,672.0,0.0,681.0
2980,0.00181228,0.11358268,0.00695551,0.5425,0,696.0,0.0,1682.0
3078,0.00987499,0.81524407,0.00751446,0.4118,0,751.0,0.0,1207.0
78,0.01213373,0.72594982,0.00678646,0.5683,0,679.0,0.0,1616.0
3178,0.01284684,0.48303041,0.00813777,0.9043,1,814.0,0.0,7654.0
3320,0.01267138,0.84035838,0.00555486,0.5127,0,555.0,0.0,935.0
2527,0.0039197,0.73272359,0.00460186,0.1819,0,460.0,0.0,540.0
2375,0.01792608,0.49776631,0.00829766,1.2244,0,2239.1828,9.04,16400.0
100,0.00040106,0.57557129,0.00595173,0.0237,0,595.0,0.0,608.0
2786,0.01059446,0.56733353,0.00271356,0.6349,0,271.0,0.0,711.0
2705,0.0178818,0.35729263,0.00104506,1.7016,0,5091.0939,14.06,30888.0
1171,0.00692508,0.20853463,0.00457063,1.1291,1,1359.8584,28.11,11978.0
1761,0.01307798,0.77299581,0.00955978,0.5752,0,956.0,0.0,2867.0
2578,0.01816079,0.75936982,0.00388933,0.8131,1,389.0,0.0,3035.0
668,0.00392569,0.40746997,0.00521726,0.3276,0,522.0,0.0,813.0
1660,0.01978219,0.94344236,0.00136416,0.7129,0,257.6573,9.04,2286.0
2626,0.01376679,0.44364424,0.00712328,1.0551,1,1395.229,7.03,11456.0
3197,0.00763362,0.27161935,0.00164874,0.9555,1,685.7472,18.07,6291.0
3589,0.00266886,0.65967496,0.00278978,0.1376,0,279.0,0.0,304.0
567,0.01006464,0.78497986,0.00667646,0.4359,0,668.0,0.0,1559.0
453,0.01459984,0.27655934,0.00118715,1.7949,0,5682.792,18.07,32942.0
1444,0.00149759,0.48345451,0.00450053,0.1053,0,450.0,0.0,472.0
960,0.00703867,0.2519568,0.00783185,0.9498,1,1097.0278,14.06,9047.0
3713,0.01347548,0.60360755,0.0086856,0.759,0,869.0,0.0,3514.0
3031,0.0100109,0.87703716,0.0014869,0.3881,0,149.0,0.0,190.0
2027,0.01862021,0.76084532,0.0093651,0.8321,1,937.0,0.0,6831.0
3319,0.01787943,0.46748059,0.00030818,1.3004,0,2588.7131,14.06,17890.0
529,0.01757242,0.52554839,0.00418303,1.1368,1,1595.911,9.04,12866.0
1260,0.01724707,0.40708077,0.00257961,1.4405,0,3220.5014,12.05,22373.0
3392,0.00494212,0.11742793,0.00287126,1.4309,0,2934.6605,49.2,20883.0
1774,0.01965598,0.4621469,0.00801519,1.4461,0,3432.4821,10.04,23863.0
2753,0.00256667,0.20388977,0.00162081,0.428,0,162.0,0.0,232.0
2482,0.00333837,0.3203952,0.00627378,0.3543,0,627.0,0.0,873.0
3612,0.00206733,0.57977879,0.00180817,0.1212,0,181.0,0.0,191.0
2930,0.01870269,0.44511847,0.00218352,1.4286,0,3152.7182,11.04,22730.0
2543,0.01361141,0.78628965,0.00744446,0.5886,0,744.0,0.0,1912.0
866,0.01911296,0.78893715,0.00106014,0.8237,1,287.9369,9.04,3168.0
242,0.01961969,0.82776325,0.00867044,0.8059,1,867.0,0.0,5901.0
498,0.00930566,0.9321781,0.00246646,0.3394,0,247.0,0.0,317.0
2795,0.00565167,0.19858103,0.00571867,0.9676,1,907.1478,25.1,8726.0
231,0.00275577,0.54646268,0.0070485,0.1715,0,705.0,0.0,788.0
2233,0.00112816,0.12335128,0.00117014,0.311,0,117.0,0.0,149.0
3800,0.01129057,0.3549061,0.0025539,1.0816,1,1138.934,18.07,11204.0
3439,0.01447102,0.40411881,0.00336707,1.2175,0,2456.036,14.06,16636.0
1779,0.01106433,0.43661173,0.00202004,0.8616,1,439.1585,18.07,5633.0
3769,0.00342083,0.95294832,0.00810584,0.1221,0,811.0,0.0,874.0
3385,0.00657661,0.81623166,0.00890218,0.2739,0,890.0,0.0,1157.0
343,0.00857884,0.4837023,0.00086016,0.603,0,93.1284,3.01,593.0
500,0.00401356,0.18448423,0.00144847,0.7397,0,178.7255,97.39,3279.0
863,0.00087995,0.65314665,0.00575457,0.0458,0,575.0,0.0,584.0
181,0.01539829,0.91422372,0.00995706,0.5727,0,996.0,0.0,1934.0
1220,0.0008172,0.7255136,0.00894691,0.0383,0,895.0,0.0,914.0
2690,0.01959344,0.72291686,0.005386,0.9215,1,832.4969,7.03,8164.0
1283,0.01400259,0.56903899,0.00070308,0.8367,1,622.5827,15.06,4933.0
614,0.00802533,0.38821035,0.00334917,0.7029,0,335.0,0.0,2574.0
3023,0.00223864,0.74685592,0.00302248,0.1019,0,302.0,0.0,337.0
3272,0.00295843,0.08031617,0.00718049,1.2524,0,2477.2679,68.27,18052.0
1639,0.00334535,0.76557989,0.00538551,0.1486,0,539.0,0.0,589.0
1025,0.01469982,0.99011913,0.00860817,0.5048,0,861.0,0.0,1811.0
3850,0.015694,0.90196565,0.00458985,0.5916,0,459.0,0.0,1013.0
3542,0.00729492,0.68340828,0.00293399,0.3629,0,293.0,0.0,404.0
492,0.00184514,0.16570661,0.00310555,0.3786,0,311.0,0.0,448.0
617,0.000606,0.41787515,0.0042501,0.0493,0,425.0,0.0,457.0
768,0.00285654,0.7322129,0.00344594,0.1326,0,345.0,0.0,374.0
3047,0.01600655,0.3874826,0.00340959,1.4045,0,3205.5895,12.05,21566.0
303,0.01751245,0.93613027,0.00259589,0.636,0,260.0,0.0,2144.0
3846,0.00753005,0.21729793,0.00860699,1.1782,1,2179.5374,18.07,15577.0
1333,0.00898078,0.8587382,0.00705683,0.3556,0,706.0,0.0,1073.0
3016,0.01695931,0.78538655,0.00852299,0.7342,0,852.0,0.0,4420.0
1696,0.01465488,0.67652525,0.00594362,0.7365,0,594.0,0.0,3269.0
3321,0.01286237,0.59031802,0.00074581,0.7408,0,75.0,0.0,191.0
1703,0.0044047,0.38205134,0.00332835,0.392,0,333.0,0.0,568.0
1711,0.01951166,0.51923369,0.00331196,1.2776,0,2174.3514,10.04,16361.0
2881,0.00781205,0.96184603,0.00441824,0.2761,0,442.0,0.0,635.0
108,0.01041033,0.36224767,0.00565575,0.9771,1,806.4355,21.08,9337.0
1919,0.00861268,0.30297399,0.0014945,0.9665,1,601.5377,27.11,7992.0
2125,0.01896499,0.33010736,0.00932815,1.9533,0,7653.9232,10.04,39456.0
3873,0.00126735,0.27212016,0.00377888,0.1583,0,378.0,0.0,403.0
2507,0.01180072,0.68680084,0.00732173,0.5842,0,732.0,0.0,1787.0
2262,0.00681919,0.69966065,0.00511959,0.3314,0,512.0,0.0,739.0
2719,0.00545052,0.48621524,0.0082526,0.3811,0,825.0,0.0,1320.0
8,0.01979965,0.41324991,0.00687755,1.629,0,4630.1504,9.04,29123.0
3310,0.00615114,0.40897872,0.00174453,0.5114,0,174.0,0.0,400.0
2376,0.01196629,0.64285439,0.0063081,0.6329,0,631.0,0.0,1814.0
3093,0.00988382,0.81272944,0.00812279,0.4135,0,812.0,0.0,1330.0
2177,0.00793797,0.93864717,0.00426804,0.2875,0,427.0,0.0,546.0
2745,0.01185114,0.74863355,0.00459691,0.5382,0,460.0,0.0,1028.0
233,0.00126151,0.1563779,0.00918217,0.2743,0,918.0,0.0,1255.0
1031,0.00578575,0.69425415,0.00629019,0.2833,0,629.0,0.0,827.0
1487,0.00690477,0.53057485,0.00747059,0.4425,0,747.0,0.0,1138.0
3978,0.01424851,0.77922539,0.00287194,0.6217,0,287.0,0.0,1029.0
2388,0.01713207,0.37552108,0.0093792,1.5512,0,4206.8231,10.04,26595.0
2961,0.01251312,0.45484684,0.00133735,0.9354,1,772.4113,17.07,7995.0
