replicate_id,seed,best_epoch,best_val_r2,best_val_mae,best_val_mae_i,best_val_mae_s,best_val_mae_r,training_time_minutes,model_filename,output_dir
1,42,50,0.5901950597763062,1497.8624267578125,89.173095703125,2207.938720703125,2196.475341796875,1.0294734915097554,best_balanced_mlp_model_1.pt,experiments\Ablation studies\out\trained-models\no_batchnorm
2,123,50,0.568191409111023,1919.6220703125,105.48863220214844,2830.929931640625,2822.44775390625,1.054159688949585,best_balanced_mlp_model_2.pt,experiments\Ablation studies\out\trained-models\no_batchnorm
3,456,50,0.5601654052734375,1508.2252197265625,97.40084075927734,2219.36767578125,2207.907958984375,1.0722699443499246,best_balanced_mlp_model_3.pt,experiments\Ablation studies\out\trained-models\no_batchnorm
4,789,50,0.5529413223266602,2433.671630859375,114.8641357421875,3604.911865234375,3581.239990234375,1.0596584598223369,best_balanced_mlp_model_4.pt,experiments\Ablation studies\out\trained-models\no_batchnorm
5,1011,50,0.5623234510421753,1589.4893798828125,97.4697265625,2339.7900390625,2331.207275390625,1.0407815297444662,best_balanced_mlp_model_5.pt,experiments\Ablation studies\out\trained-models\no_batchnorm
6,1213,50,0.5787913799285889,1497.73828125,90.76795959472656,2207.508544921875,2194.937744140625,1.0469330867131552,best_balanced_mlp_model_6.pt,experiments\Ablation studies\out\trained-models\no_batchnorm
7,1415,50,0.563971996307373,1737.2520751953125,101.25241088867188,2560.060302734375,2550.443359375,1.068219546477,best_balanced_mlp_model_7.pt,experiments\Ablation studies\out\trained-models\no_batchnorm
8,1617,50,0.5346424579620361,2226.90625,105.92926025390625,3298.483154296875,3276.3056640625,1.142077136039734,best_balanced_mlp_model_8.pt,experiments\Ablation studies\out\trained-models\no_batchnorm
9,1819,50,0.558436393737793,1622.4007568359375,100.27410125732422,2387.65478515625,2379.27392578125,1.0648995280265807,best_balanced_mlp_model_9.pt,experiments\Ablation studies\out\trained-models\no_batchnorm
10,2021,50,0.5767605304718018,1524.69873046875,100.96293640136719,2236.760498046875,2236.37255859375,1.0465421001116435,best_balanced_mlp_model_10.pt,experiments\Ablation studies\out\trained-models\no_batchnorm
