peak_I,test_strategy,train_strategy,augmentation
132.0,MCMC,UNIFORM_RANDOM,1
587.0,MCMC,UNIFORM_RANDOM,1
848.53375,MCMC,UNIFORM_RANDOM,1
945.0,MCMC,UNIFORM_RANDOM,1
175.0,MCMC,UNIFORM_RANDOM,1
192.0,MCMC,UNIFORM_RANDOM,1
1241.474,MCMC,UNIFORM_RANDOM,1
427.0,MCMC,UNIFORM_RANDOM,1
1159.782,MCMC,UNIFORM_RANDOM,1
607.0,MCMC,UNIFORM_RANDOM,1
543.0,MCMC,UNIFORM_RANDOM,1
393.0,MCMC,UNIFORM_RANDOM,1
155.0,MCMC,UNIFORM_RANDOM,1
1717.3085,MCMC,UNIFORM_RANDOM,1
363.0,MCMC,UNIFORM_RANDOM,1
4179.2485,MCMC,UNIFORM_RANDOM,1
1524.3666,MCMC,UNIFORM_RANDOM,1
551.0,MCMC,UNIFORM_RANDOM,1
904.0,MCMC,UNIFORM_RANDOM,1
409.0,MCMC,UNIFORM_RANDOM,1
156.0,MCMC,UNIFORM_RANDOM,1
539.7098,MCMC,UNIFORM_RANDOM,1
1507.3895,MCMC,UNIFORM_RANDOM,1
512.32806,MCMC,UNIFORM_RANDOM,1
420.0,MCMC,UNIFORM_RANDOM,1
197.0,MCMC,UNIFORM_RANDOM,1
13842.754,MCMC,UNIFORM_RANDOM,1
730.0,MCMC,UNIFORM_RANDOM,1
350.0,MCMC,UNIFORM_RANDOM,1
94.0,MCMC,UNIFORM_RANDOM,1
322.0,MCMC,UNIFORM_RANDOM,1
94.0,MCMC,UNIFORM_RANDOM,1
995.0,MCMC,UNIFORM_RANDOM,1
36.0,MCMC,UNIFORM_RANDOM,1
33.0,MCMC,UNIFORM_RANDOM,1
566.1828,MCMC,UNIFORM_RANDOM,1
830.0,MCMC,UNIFORM_RANDOM,1
6046.8633,MCMC,UNIFORM_RANDOM,1
562.0,MCMC,UNIFORM_RANDOM,1
145.0,MCMC,UNIFORM_RANDOM,1
178.0,MCMC,UNIFORM_RANDOM,1
527.0,MCMC,UNIFORM_RANDOM,1
350.0,MCMC,UNIFORM_RANDOM,1
168.0,MCMC,UNIFORM_RANDOM,1
500.0,MCMC,UNIFORM_RANDOM,1
845.0,MCMC,UNIFORM_RANDOM,1
924.0,MCMC,UNIFORM_RANDOM,1
893.0,MCMC,UNIFORM_RANDOM,1
570.0,MCMC,UNIFORM_RANDOM,1
667.0,MCMC,UNIFORM_RANDOM,1
553.0,MCMC,UNIFORM_RANDOM,1
504.0,MCMC,UNIFORM_RANDOM,1
365.0,MCMC,UNIFORM_RANDOM,1
477.0,MCMC,UNIFORM_RANDOM,1
994.0,MCMC,UNIFORM_RANDOM,1
658.0,MCMC,UNIFORM_RANDOM,1
835.0,MCMC,UNIFORM_RANDOM,1
674.0,MCMC,UNIFORM_RANDOM,1
1868.0371,MCMC,UNIFORM_RANDOM,1
109.0,MCMC,UNIFORM_RANDOM,1
677.0,MCMC,UNIFORM_RANDOM,1
559.0,MCMC,UNIFORM_RANDOM,1
630.0,MCMC,UNIFORM_RANDOM,1
4089.2314,MCMC,UNIFORM_RANDOM,1
387.0,MCMC,UNIFORM_RANDOM,1
903.0,MCMC,UNIFORM_RANDOM,1
944.0,MCMC,UNIFORM_RANDOM,1
680.0,MCMC,UNIFORM_RANDOM,1
885.0,MCMC,UNIFORM_RANDOM,1
384.0,MCMC,UNIFORM_RANDOM,1
477.4068,MCMC,UNIFORM_RANDOM,1
634.0,MCMC,UNIFORM_RANDOM,1
3694.6086,MCMC,UNIFORM_RANDOM,1
314.95837,MCMC,UNIFORM_RANDOM,1
211.0,MCMC,UNIFORM_RANDOM,1
407.0,MCMC,UNIFORM_RANDOM,1
6859.7354,MCMC,UNIFORM_RANDOM,1
610.0,MCMC,UNIFORM_RANDOM,1
388.0,MCMC,UNIFORM_RANDOM,1
1461.3083,MCMC,UNIFORM_RANDOM,1
621.0,MCMC,UNIFORM_RANDOM,1
2923.1475,MCMC,UNIFORM_RANDOM,1
532.0,MCMC,UNIFORM_RANDOM,1
848.0,MCMC,UNIFORM_RANDOM,1
