peak_I,test_strategy,train_strategy,augmentation
643.0,LHS,MCMC,1
1729.0594,LHS,MCMC,1
867.0,LHS,MCMC,1
834.0,LHS,MCMC,1
712.0,LHS,MCMC,1
837.0,LHS,MCMC,1
261.0,LHS,MCMC,1
157.0,LHS,MCMC,1
9644.4375,LHS,MCMC,1
2482.3367,LHS,MCMC,1
626.0,LHS,MCMC,1
608.0,LHS,MCMC,1
443.0,LHS,MCMC,1
912.0,LHS,MCMC,1
512.0,LHS,MCMC,1
28552.746,LHS,MCMC,1
626.0,LHS,MCMC,1
2829.0918,LHS,MCMC,1
517.0,LHS,MCMC,1
811.0,LHS,MCMC,1
885.0,LHS,MCMC,1
1368.7538,LHS,MCMC,1
583.0,LHS,MCMC,1
756.0,LHS,MCMC,1
11297.491,LHS,MCMC,1
112.0,LHS,MCMC,1
17272.021,LHS,MCMC,1
769.0,LHS,MCMC,1
521.7989,LHS,MCMC,1
626.0,LHS,MCMC,1
66324.44,LHS,MCMC,1
1118.5272,LHS,MCMC,1
449.0,LHS,MCMC,1
814.0,LHS,MCMC,1
447.0,LHS,MCMC,1
961.0,LHS,MCMC,1
773.4569,LHS,MCMC,1
978.3525,LHS,MCMC,1
599.0,LHS,MCMC,1
817.1208,LHS,MCMC,1
295.54663,LHS,MCMC,1
991.6276,LHS,MCMC,1
1203.5985,LHS,MCMC,1
319.0,LHS,MCMC,1
451.0,LHS,MCMC,1
1211.0983,LHS,MCMC,1
476.0,LHS,MCMC,1
433.0,LHS,MCMC,1
524.0,LHS,MCMC,1
607.0,LHS,MCMC,1
15930.181,LHS,MCMC,1
56263.12,LHS,MCMC,1
7369.126,LHS,MCMC,1
822.0,LHS,MCMC,1
1304.5571,LHS,MCMC,1
113.0,LHS,MCMC,1
379.0,LHS,MCMC,1
148.0,LHS,MCMC,1
116.72259,LHS,MCMC,1
913.0,LHS,MCMC,1
870.0,LHS,MCMC,1
497.0,LHS,MCMC,1
7575.7725,LHS,MCMC,1
590.0,LHS,MCMC,1
1257.5249,LHS,MCMC,1
623.1334,LHS,MCMC,1
295.8861,LHS,MCMC,1
902.0,LHS,MCMC,1
1415.0756,LHS,MCMC,1
28.0,LHS,MCMC,1
10130.377,LHS,MCMC,1
889.0,LHS,MCMC,1
630.0,LHS,MCMC,1
228.0,LHS,MCMC,1
558.0,LHS,MCMC,1
54.35352,LHS,MCMC,1
813.0,LHS,MCMC,1
796.0,LHS,MCMC,1
950.0,LHS,MCMC,1
968.2077,LHS,MCMC,1
4300.012,LHS,MCMC,1
265.0,LHS,MCMC,1
715.0,LHS,MCMC,1
376.0,LHS,MCMC,1
156.0,LHS,MCMC,1
37530.68,LHS,MCMC,1
88.0,LHS,MCMC,1
99.0,LHS,MCMC,1
35376.36,LHS,MCMC,1
516.0,LHS,MCMC,1
24291.393,LHS,MCMC,1
623.0,LHS,MCMC,1
938.0,LHS,MCMC,1
182.0,LHS,MCMC,1
642.0,LHS,MCMC,1
514.0,LHS,MCMC,1
