peak_I,test_strategy,train_strategy,augmentation
674.0,MCMC,MCMC,1
1868.0371,MCMC,MCMC,1
109.0,MCMC,MCMC,1
677.0,MCMC,MCMC,1
559.0,MCMC,MCMC,1
630.0,MCMC,MCMC,1
4089.2314,MCMC,MCMC,1
387.0,MCMC,MCMC,1
903.0,MCMC,MCMC,1
944.0,MCMC,MCMC,1
680.0,MCMC,MCMC,1
885.0,MCMC,MCMC,1
384.0,MCMC,MCMC,1
477.4068,MCMC,MCMC,1
634.0,MCMC,MCMC,1
3694.6086,MCMC,MCMC,1
314.95837,MCMC,MCMC,1
211.0,MCMC,MCMC,1
407.0,MCMC,MCMC,1
6859.7354,MCMC,MCMC,1
610.0,MCMC,MCMC,1
388.0,MCMC,MCMC,1
1461.3083,MCMC,MCMC,1
621.0,MCMC,MCMC,1
2923.1475,MCMC,MCMC,1
532.0,MCMC,MCMC,1
848.0,MCMC,MCMC,1
842.0,MCMC,MCMC,1
520.0,MCMC,MCMC,1
972.0,MCMC,MCMC,1
1045.9604,MCMC,MCMC,1
149.0,MCMC,MCMC,1
8335.854,MCMC,MCMC,1
7618.309,MCMC,MCMC,1
434.0,MCMC,MCMC,1
845.0,MCMC,MCMC,1
186.0,MCMC,MCMC,1
618.0,MCMC,MCMC,1
331.0,MCMC,MCMC,1
352.0,MCMC,MCMC,1
2010.5297,MCMC,MCMC,1
96.0,MCMC,MCMC,1
517.0,MCMC,MCMC,1
495.0,MCMC,MCMC,1
550.1975,MCMC,MCMC,1
696.0,MCMC,MCMC,1
893.0,MCMC,MCMC,1
1068.207,MCMC,MCMC,1
319.0,MCMC,MCMC,1
945.0,MCMC,MCMC,1
16987.506,MCMC,MCMC,1
1553.5356,MCMC,MCMC,1
663.0,MCMC,MCMC,1
668.2445,MCMC,MCMC,1
511.0,MCMC,MCMC,1
637.0,MCMC,MCMC,1
1601.9348,MCMC,MCMC,1
776.0,MCMC,MCMC,1
870.0,MCMC,MCMC,1
189.0,MCMC,MCMC,1
418.3172,MCMC,MCMC,1
648.0,MCMC,MCMC,1
856.0,MCMC,MCMC,1
2207.4377,MCMC,MCMC,1
521.0,MCMC,MCMC,1
908.0,MCMC,MCMC,1
8226.69,MCMC,MCMC,1
823.0,MCMC,MCMC,1
425.0,MCMC,MCMC,1
330.0,MCMC,MCMC,1
285.0,MCMC,MCMC,1
700.6988,MCMC,MCMC,1
1404.5188,MCMC,MCMC,1
663.0,MCMC,MCMC,1
14795.286,MCMC,MCMC,1
363.0,MCMC,MCMC,1
2127.9966,MCMC,MCMC,1
1107.516,MCMC,MCMC,1
898.0,MCMC,MCMC,1
251.0,MCMC,MCMC,1
181.0,MCMC,MCMC,1
356.72348,MCMC,MCMC,1
1211.499,MCMC,MCMC,1
947.0,MCMC,MCMC,1
3651.2188,MCMC,MCMC,1
160.0,MCMC,MCMC,1
795.0,MCMC,MCMC,1
3977.1072,MCMC,MCMC,1
499.0,MCMC,MCMC,1
517.0,MCMC,MCMC,1
450.0,MCMC,MCMC,1
963.0,MCMC,MCMC,1
917.0,MCMC,MCMC,1
193.0,MCMC,MCMC,1
864.19464,MCMC,MCMC,1
686.1174,MCMC,MCMC,1
363.0,MCMC,MCMC,1
