tau,gamma,rho,R0,true_peak_I,pred_peak_I
0.0004960591845499031,0.5841589923624612,0.0030686142773887924,0.04925274296906171,307.0,315.0096146606964
0.018248192433711685,0.29699017064830713,0.0005687875181856308,3.563738014779684,8174.463173579214,6468.7332261971715
0.011641496861514018,0.22006348948750204,0.008238404692183926,3.068236441857202,5929.943904974354,6053.964876767906
0.011953887134447717,0.6933115165290823,0.003286673069725245,1.000020102462678,329.0,295.35016299721195
0.003966725513043551,0.6866168335321029,0.004097963363527406,0.335077831653204,410.0,403.07114012338945
0.004461962832938416,0.6830471593197517,0.0014191808225512575,0.378881371189892,142.0,143.18715223666646
0.001885363797810438,0.1655054202312077,0.0008680323356341862,0.6607100850246725,87.0,6.433732051544894
0.0015760823267804058,0.22695273106277325,0.004102509647015431,0.40278332199483213,410.0,388.0958934292227
0.01936507005590977,0.652012374172022,0.007906434071788843,1.7226269128236469,1361.7454292556163,1114.2736172998495
0.0006540202239016342,0.34195185835866654,0.007856306339977682,0.1109313257379857,786.0,797.4637997577906
0.014838833645973729,0.8495251975317756,0.006492938492694416,1.0130980858096144,649.0,633.4901505573816
0.012083932947185145,0.8718360007145322,0.004049677900886411,0.8038990250027834,405.0,413.7162608523411
0.0014575463782406904,0.6885790957470016,0.004734846076414059,0.12277121170262909,473.0,463.68039534801596
0.01713586546071768,0.3071757194161748,0.008333658659238618,3.235542830698393,6887.0499505683465,6806.964894916786
0.003945628489897596,0.049144769073667584,0.0039040448212321085,4.65657803928271,13962.703829207814,6705.22319805621
0.009051200288335743,0.3510301050716285,0.008720573565752565,1.4955116644948496,872.0,908.0665769954288
0.014819817757081409,0.7704798341575959,0.00838765569989919,1.1156027605193717,839.0,798.3863368056961
0.008126939681868386,0.5081574902646465,0.006049770004115347,0.9275913679888542,605.0,615.9566717329748
0.009585780384448059,0.7487225960520901,0.003139859647480739,0.7425650905015655,314.0,311.53028450100334
0.0023860119136605512,0.6482295469235505,0.008110812711283057,0.21348716924289315,811.0,804.2254821315081
0.004630904986582816,0.7031236148084731,0.0013246954864335136,0.38199895945034706,132.0,135.0680955240224
0.005856040130736097,0.8573759592982517,0.0058748123680210694,0.3961509812576176,587.0,563.886622661165
0.019109234378331178,0.68575068645788,0.004125648173896883,1.616236944170065,1060.5257620819127,659.0658173842128
0.006459300974683705,0.6693140023586038,0.009447788380306014,0.5597364692976067,945.0,923.3137462548182
0.012499106883059996,0.8940001586571886,0.0017471868551683892,0.8109038820601225,175.0,169.65811066516716
0.0011496832883775383,0.7103536162091887,0.0019203768210507707,0.0938710371909481,192.0,191.20658636556658
0.01865938507807056,0.6286806467493511,0.0064471414700441034,1.721453237226138,1299.6264617463444,1005.3125032432906
0.011667108907302833,0.5247842072861172,0.004270672458888777,1.2894677607068794,427.0,439.2785895026368
