tau,gamma,rho,R0
0.014551514284406914,0.4531281022088023,0.002394964844861011,1.0918578725489259
0.0020697915102329996,0.19388648932205257,0.0010467383441252998,0.362959335609146
0.001988287998375642,0.20131087214992427,0.001,0.3358079532556298
0.0020697915102329996,0.19388648932205257,0.0010467383441252998,0.362959335609146
0.023994294996235555,0.41328541108543937,0.003225385653621829,1.973953127765634
0.024,0.4263340177869512,0.0031834943340897496,1.9139922360307027
0.023994294996235555,0.41328541108543937,0.003225385653621829,1.973953127765634
0.016779571984692574,0.23636089101580754,0.009943558125051908,2.4137049282040186
0.01634025942159428,0.22715791709268754,0.009726836684417586,2.4457383103557695
0.016779571984692574,0.23636089101580754,0.009943558125051908,2.4137049282040186
0.0034404478332326657,0.42332868585299904,0.005122157338343778,0.27632246582630665
0.0033814987588346736,0.4255774476943106,0.0047839792097271626,0.27015284391423333
0.0034404478332326657,0.42332868585299904,0.005122157338343778,0.27632246582630665
0.010840576901157105,0.4524407454181367,0.004515490251088656,0.8146472623695897
0.010348822745512768,0.45399157752797126,0.004713600500506344,0.7750363459677958
0.010840576901157105,0.4524407454181367,0.004515490251088656,0.8146472623695897
0.013957124295233438,0.42718561122228355,0.004477161411554012,1.1108572329488213
0.015190853072370085,0.4632691846206483,0.004803871087639085,1.114878825543974
0.013957124295233438,0.42718561122228355,0.004477161411554012,1.1108572329488213
0.005038192153960202,0.17887856420298445,0.006479600760841139,0.9576247103608453
0.005417322139156709,0.16874577071761798,0.006711632044122544,1.0915174463219763
0.005038192153960202,0.17887856420298445,0.006479600760841139,0.9576247103608453
0.0027536632214112825,0.2054170958397491,0.009383729889332951,0.4557777878479131
0.002651070261431679,0.20205734794414754,0.008759360537785352,0.44609310082399223
0.0027536632214112825,0.2054170958397491,0.009383729889332951,0.4557777878479131
0.020436227272588755,0.17414217362591974,0.007688414516446375,3.9900255796772552
0.01856808232594493,0.17544611790529382,0.007560532352627506,3.598340086515409
0.020436227272588755,0.17414217362591974,0.007688414516446375,3.9900255796772552
0.009531188586758015,0.45737277756334954,0.009465612778097562,0.7085257974385845
0.009037805540325983,0.4296944680031355,0.009311103555848415,0.7151253070561782
0.009531188586758015,0.45737277756334954,0.009465612778097562,0.7085257974385845
0.005322926259997986,0.2220694494081409,0.009665345437494807,0.8149679900692227
0.005162364301374201,0.2237472324370668,0.009184416267340857,0.7844583565791873
0.005322926259997986,0.2220694494081409,0.009665345437494807,0.8149679900692227
0.010851698251202625,0.392921414774593,0.008701051550857451,0.9390115342849129
0.01114493259256981,0.40957056998979186,0.00793841210096715,0.9251829499292832
0.010851698251202625,0.392921414774593,0.008701051550857451,0.9390115342849129
0.013477922873637513,0.2718796375618431,0.005337187532526743,1.685486201957437
0.013206240023680664,0.27375002816024896,0.005574978678636246,1.6402269027066472
0.013477922873637513,0.2718796375618431,0.005337187532526743,1.685486201957437
0.006309879238488003,0.14896170678424592,0.005931754334121675,1.4402083511255879
0.0063067126032404835,0.14617334460934883,0.005686257150382834,1.4669448050411662
0.006309879238488003,0.14896170678424592,0.005931754334121675,1.4402083511255879
0.01470972365427123,0.48047220970986215,0.004192390055615907,1.0409147379142503
0.014626400984790462,0.47464968638533495,0.004055926787891473,1.047715078608847
0.01470972365427123,0.48047220970986215,0.004192390055615907,1.0409147379142503
0.017984721116488692,0.48762611400051753,0.007860693861567776,1.2539946085823586
0.018202477867674864,0.5,0.008377669780183065,1.2377684950018908
0.017984721116488692,0.48762611400051753,0.007860693861567776,1.2539946085823586
0.009507273079825337,0.3065660852573569,0.0043409614280463995,1.0544130621712478
0.010340421705476601,0.31525884828301526,0.0043893828935226,1.1151926104563699
0.009507273079825337,0.3065660852573569,0.0043409614280463995,1.0544130621712478
0.009103124213913367,0.2744879154050743,0.00477982620992911,1.1275768655108263
0.008960055724888024,0.27597864762008495,0.005461595366141744,1.1038603793202366
0.009103124213913367,0.2744879154050743,0.00477982620992911,1.1275768655108263
0.009346788143764847,0.2840616465383441,0.007096786918209047,1.1187388398282334
0.008967473427228834,0.30436914460437825,0.0069550324477066225,1.0017247212166807
0.009346788143764847,0.2840616465383441,0.007096786918209047,1.1187388398282334
0.00823653631991101,0.49661920094298734,0.0024574638116470664,0.5638973167876439
0.008122733182085194,0.5,0.002386267498301293,0.5523458563817932
0.00823653631991101,0.49661920094298734,0.0024574638116470664,0.5638973167876439
0.0010292913212800324,0.15535452127212213,0.002187722443359065,0.22526479845553748
0.001112941458026645,0.15552566874116952,0.001987282164773893,0.2433039502686878
0.0010292913212800324,0.15535452127212213,0.002187722443359065,0.22526479845553748
0.007852784546688446,0.28108352574643625,0.005803518982518075,0.9498766385485766
0.007308690321761808,0.28430845461694687,0.005758797530950082,0.8740347566332602
0.007852784546688446,0.28108352574643625,0.005803518982518075,0.9498766385485766
0.0019931620591555396,0.08450763482994547,0.0053757997856271125,0.8019099120174971
0.002004136179920731,0.08251899346259307,0.005507601092311955,0.8257569228373332
0.0019931620591555396,0.08450763482994547,0.0053757997856271125,0.8019099120174971
0.013652555279220532,0.23757695584989472,0.0017062981984297832,1.953837979920828
0.013801837295814216,0.23160885552241545,0.001878219165366681,2.0260989891738723
0.013652555279220532,0.23757695584989472,0.0017062981984297832,1.953837979920828
0.02322967757605198,0.39080146910791513,0.006949286081770559,2.0209981282533795
0.021240382474841918,0.3806133928914941,0.006394279601269374,1.897392518582507
0.02322967757605198,0.39080146910791513,0.006949286081770559,2.0209981282533795
0.007807175953396679,0.4025937965736921,0.0066797310253634765,0.6593345070752955
0.007643642886317922,0.4119856318963282,0.006372558948573713,0.6308080622583613
0.007807175953396679,0.4025937965736921,0.0066797310253634765,0.6593345070752955
0.017859568549143685,0.4903388536620941,0.008681986869497471,1.238378982484918
0.017432905211494525,0.4891641525920773,0.008401128082536857,1.2116970837907917
0.017859568549143685,0.4903388536620941,0.008681986869497471,1.238378982484918
0.006607730551081944,0.1370923534651394,0.003426761378543545,1.6387700193206953
0.006466089482281247,0.14586808364322051,0.0032887781325375014,1.507163437721492
0.006607730551081944,0.1370923534651394,0.003426761378543545,1.6387700193206953
0.005184884175587217,0.2684800235125702,0.0044435525147764445,0.6566077418482932
0.005050606581831313,0.2805270299544337,0.004489020286666701,0.6121357496643279
0.005184884175587217,0.2684800235125702,0.0044435525147764445,0.6566077418482932
0.006824992125786201,0.11502626129059454,0.007708493033293112,2.0173630758153234
0.006639052399530338,0.10222411760868588,0.00839322372382524,2.2081656155557914
0.006824992125786201,0.11502626129059454,0.007708493033293112,2.0173630758153234
0.018532474285580514,0.35441301168766265,0.004705243848446459,1.7778809042852979
0.01947080007083156,0.3382368469771761,0.00453872988348128,1.957229699616212
0.018532474285580514,0.35441301168766265,0.004705243848446459,1.7778809042852979
0.002462941619497448,0.0590317257892128,0.006274979721583989,1.4185594939563078
0.002529311431819158,0.05934942029688474,0.00669564265530229,1.4489878460761534
0.002462941619497448,0.0590317257892128,0.006274979721583989,1.4185594939563078
0.019150666058683118,0.32044707079899626,0.006503693654445364,2.031919481653335
0.018746805457208127,0.3032908404928706,0.006769069455713319,2.1015846852126066
0.019150666058683118,0.32044707079899626,0.006503693654445364,2.031919481653335
0.013925772068090479,0.3084408110932123,0.0022567336217029915,1.5350635625581646
0.012487157294705113,0.31121336659717724,0.002353112551637663,1.3642195149333431
0.013925772068090479,0.3084408110932123,0.0022567336217029915,1.5350635625581646
0.004107492740920618,0.15512675940485413,0.005916988457128069,0.900262170930975
0.004570147220885757,0.161696304515439,0.006029872353455556,0.9609681926607008
0.004107492740920618,0.15512675940485413,0.005916988457128069,0.900262170930975
0.004699058306713376,0.14174499045884953,0.0081553337339308,1.1271508214227688
0.004539010393795095,0.1450016799302873,0.008669911224753815,1.0643073477716185
0.004699058306713376,0.14174499045884953,0.0081553337339308,1.1271508214227688
0.009758319625971812,0.16023098162305746,0.006010450067291526,2.0706536521355092
0.010900630957106177,0.15536065516058967,0.005883001914769399,2.385555417222684
0.009758319625971812,0.16023098162305746,0.006010450067291526,2.0706536521355092
0.011908448700867418,0.4079612130757669,0.006213169799657763,0.9924650747479178
0.011692834108197572,0.42317696723795023,0.006520862424250204,0.9394565169119272
0.011908448700867418,0.4079612130757669,0.006213169799657763,0.9924650747479178
0.010097705445426437,0.49560337134528437,0.0049872386726209795,0.6927353706504716
0.009692539790274013,0.5,0.005471454151367496,0.6590927057386329
0.010097705445426437,0.49560337134528437,0.0049872386726209795,0.6927353706504716
0.009406843008443772,0.2294339384628809,0.0015339279702127604,1.3940076364893703
0.009346945224465032,0.24524045893984062,0.0014968267719198776,1.2958552557176912
0.009406843008443772,0.2294339384628809,0.0015339279702127604,1.3940076364893703
0.0005194930361892207,0.2594569705430606,0.008936578421191924,0.06807588631542322
0.0005,0.2545528856988349,0.009102211682452356,0.06678376461272154
0.0005194930361892207,0.2594569705430606,0.008936578421191924,0.06807588631542322
0.0010401331185260817,0.378016500721699,0.006179060728517166,0.0935528633336634
0.0009301617878261165,0.3782915226627464,0.00587063326816405,0.08360087099885306
0.0010401331185260817,0.378016500721699,0.006179060728517166,0.0935528633336634
0.013466213697793461,0.41893133255113973,0.0030125449705722318,1.0929028939822423
0.012805193627182012,0.40581013565269086,0.003256711877283944,1.0728578344253128
0.013466213697793461,0.41893133255113973,0.0030125449705722318,1.0929028939822423
0.0016180189294458516,0.16710489357464456,0.005663080892202823,0.3292102488703313
0.0016119363108807966,0.14856844455533566,0.00572822148144925,0.36889283410067714
0.0016180189294458516,0.16710489357464456,0.005663080892202823,0.3292102488703313
0.014518843841992847,0.43678365495125315,0.006868357136201937,1.130172077256071
0.014632083643119617,0.4148947764099292,0.006590880796519118,1.1990771447421893
0.014518843841992847,0.43678365495125315,0.006868357136201937,1.130172077256071
0.021212770556333724,0.470152383659895,0.005814484673677951,1.534043480330587
0.01665044189098273,0.45269877503425004,0.0053174532361688715,1.2505335899143575
0.021212770556333724,0.470152383659895,0.005814484673677951,1.534043480330587
0.005538304403210784,0.4134876445279164,0.009858728793868048,0.45540018474833416
0.005681615392695163,0.41240015857600154,0.009459973060379757,0.46841621986436555
0.005538304403210784,0.4134876445279164,0.009858728793868048,0.45540018474833416
0.0016958693653134976,0.047042223800675596,0.008207124804230389,1.2256979743340883
0.001724352049441082,0.049827071064547875,0.008386164407861581,1.1766288571336634
0.0016958693653134976,0.047042223800675596,0.008207124804230389,1.2256979743340883
0.00254268778607896,0.1890270541749736,0.005251510845522867,0.45734926729938136
0.002558395875606837,0.1917218186204166,0.005220034033092603,0.4537066276366382
0.00254268778607896,0.1890270541749736,0.005251510845522867,0.45734926729938136
0.014407588439933817,0.3677627408840342,0.00463893420413813,1.3319946598728871
0.014619107716698963,0.3811906983712633,0.004367520568327983,1.3039396409501574
0.014407588439933817,0.3677627408840342,0.00463893420413813,1.3319946598728871
0.01788508457100942,0.28081071419785536,0.0056502578157947335,2.1654902917481507
0.01838496277908032,0.29422350694798566,0.005473466593125223,2.124537026197697
0.01788508457100942,0.28081071419785536,0.0056502578157947335,2.1654902917481507
0.010225984186914783,0.2942358887789897,0.003105575719253894,1.1816487234032118
0.010663849178698889,0.2798580780437842,0.002975508390804105,1.2955526408604774
0.010225984186914783,0.2942358887789897,0.003105575719253894,1.1816487234032118
0.017019281419251797,0.4425906895759739,0.0034790711560783415,1.3074282443874832
0.017186784162848343,0.46044036354645224,0.0031623688429618956,1.269112588296987
0.017019281419251797,0.4425906895759739,0.0034790711560783415,1.3074282443874832
0.010208434844017652,0.3321029569064986,0.0013146158496570516,1.0451180198143197
0.009962254396251797,0.333110340337286,0.001261948342605378,1.016830186446925
0.010208434844017652,0.3321029569064986,0.0013146158496570516,1.0451180198143197
0.011368354000682536,0.1596403346846038,0.006878541139239461,2.421217900769559
0.01099649927037497,0.16140428197226783,0.007256324009158042,2.3164253799474075
0.011368354000682536,0.1596403346846038,0.006878541139239461,2.421217900769559
0.001736775798212715,0.2812777641880896,0.0013398307541309738,0.2099361722021706
0.0017329698070458267,0.2661877801189861,0.001283022992060168,0.22135115824332882
0.001736775798212715,0.2812777641880896,0.0013398307541309738,0.2099361722021706
0.0006674254454430718,0.07729378284204105,0.001282502889844984,0.29358719822833834
0.0006481045273007068,0.08098306553772322,0.0013011782008617377,0.27210076306582287
0.0006674254454430718,0.07729378284204105,0.001282502889844984,0.29358719822833834
0.017096859508687615,0.34661286077513576,0.0043202252438457895,1.6770676713940267
0.018604463603914448,0.3446425443287941,0.004220262110732929,1.8353850183093687
0.017096859508687615,0.34661286077513576,0.0043202252438457895,1.6770676713940267
0.002708115942365335,0.13561412396214598,0.0016485632511680716,0.6789554019175952
0.0026650202173364654,0.14934781812360987,0.0016104418048010825,0.6067091473304591
0.002708115942365335,0.13561412396214598,0.0016485632511680716,0.6789554019175952
0.0021828053287530538,0.0724696215344777,0.008621217157043035,1.0240895371903602
0.0023520104888894774,0.07039931339445421,0.009409819110682522,1.1359252351535267
0.0021828053287530538,0.0724696215344777,0.008621217157043035,1.0240895371903602
0.007449033121515806,0.1785407202540292,0.00750336251992881,1.4185398477791893
0.0077987819579396845,0.18340306861751268,0.00675062270845092,1.4457696295307785
0.007449033121515806,0.1785407202540292,0.00750336251992881,1.4185398477791893
0.00870567227383582,0.31024284453093126,0.0034381570519743444,0.9540682807944901
0.0085485913046698,0.31978101596276026,0.0033609668251789256,0.9089098159367307
0.00870567227383582,0.31024284453093126,0.0034381570519743444,0.9540682807944901
0.011427944542037893,0.3938090737950971,0.006796048040006102,0.9866459162173977
0.0113032804181701,0.40123045392810935,0.006878182704389765,0.9578324139040617
0.011427944542037893,0.3938090737950971,0.006796048040006102,0.9866459162173977
0.010479248832960008,0.19096878387893237,0.00799186214086279,1.8657209470764535
0.010188160889844882,0.18905347464114214,0.008508955470233594,1.8322724346233326
0.010479248832960008,0.19096878387893237,0.00799186214086279,1.8657209470764535
0.02178240268196078,0.41759670483352723,0.005710227616275404,1.7734854768116608
0.02144730337763347,0.4201669175866489,0.005478709140199201,1.7355205379518175
0.02178240268196078,0.41759670483352723,0.005710227616275404,1.7734854768116608
0.013615679376894329,0.3714572006802035,0.008215454413621731,1.2462622826174732
0.012961386952154751,0.3797894733804361,0.008566450203490696,1.1603458949264347
0.013615679376894329,0.3714572006802035,0.008215454413621731,1.2462622826174732
0.0012373557804107834,0.09318698845384404,0.00854027546151417,0.4514589132237507
0.0012482573936999912,0.08714908820404457,0.008575685413593643,0.486990194165107
0.0012373557804107834,0.09318698845384404,0.00854027546151417,0.4514589132237507
0.010807980973609408,0.43700816808785986,0.006404839640731806,0.8408798277400625
0.011032233184053499,0.4012413257661773,0.00659883338430744,0.9348387221619476
0.010807980973609408,0.43700816808785986,0.006404839640731806,0.8408798277400625
0.010887456545965735,0.4120677086063798,0.005100877442626625,0.89833179070199
0.011032310328086764,0.42698590022447097,0.005401119461076898,0.8784799473653738
0.010887456545965735,0.4120677086063798,0.005100877442626625,0.89833179070199
0.015300867289276454,0.37913884513603757,0.009885187730567523,1.3721344950785446
0.016060852212613202,0.39475698539897425,0.009473796383866256,1.3833041476820127
0.015300867289276454,0.37913884513603757,0.009885187730567523,1.3721344950785446
0.0032897484337860113,0.34158531198146763,0.003723550776355371,0.3274480571190156
0.0032080915070465403,0.34582731089008933,0.00373616461265572,0.3154034045455958
0.0032897484337860113,0.34158531198146763,0.003723550776355371,0.3274480571190156
0.016406976933929163,0.44150478837738427,0.0016812707523237175,1.2634907489990121
0.01778041089765445,0.45909443484450596,0.0017125598841306474,1.316796555647653
0.016406976933929163,0.44150478837738427,0.0016812707523237175,1.2634907489990121
0.008928904951665852,0.21835232571964217,0.008584824991782937,1.3903344851312924
0.008801166540568247,0.2137918950627062,0.008393786714059418,1.3996772997009637
0.008928904951665852,0.21835232571964217,0.008584824991782937,1.3903344851312924
0.0028144595142483553,0.36115261661672965,0.006667786579452965,0.26496173385335337
0.0026261861326825446,0.3475974395832332,0.006523029585640349,0.2568785564653899
0.0028144595142483553,0.36115261661672965,0.006667786579452965,0.26496173385335337
0.01013212256511928,0.24827867471462614,0.009205936029016445,1.3875221768845756
0.009605299772971452,0.2592541525045416,0.009373960732608873,1.2596912686878114
0.01013212256511928,0.24827867471462614,0.009205936029016445,1.3875221768845756
0.01039617852531255,0.2153695476226214,0.0036023192568675894,1.641225854641206
0.011494397958546978,0.2240923861178667,0.0036468186389353677,1.7439661264753623
0.01039617852531255,0.2153695476226214,0.0036023192568675894,1.641225854641206
0.014889688098821668,0.42391594821903694,0.0023918448203418025,1.1942211598473718
0.015246112913957378,0.42031798611242377,0.002383677406047623,1.2332754157608221
0.014889688098821668,0.42391594821903694,0.0023918448203418025,1.1942211598473718
0.0008426395825061256,0.2190079127059881,0.00550040271126222,0.1308160305772593
0.0008305477895367367,0.2251631327009536,0.005765976278494306,0.1254140698146782
0.0008426395825061256,0.2190079127059881,0.00550040271126222,0.1308160305772593
0.015491141824016494,0.22737716974630198,0.0035329773026959426,2.316410317729918
0.014274466770096217,0.226739661038069,0.0037693153831785077,2.1404807079683574
0.015491141824016494,0.22737716974630198,0.0035329773026959426,2.316410317729918
0.004500931490100592,0.23398677328348583,0.009869329617612051,0.6540184665823617
0.004714289558153427,0.2536989258952347,0.01,0.6317955206613952
0.004500931490100592,0.23398677328348583,0.009869329617612051,0.6540184665823617
0.008047065701218785,0.3399027259057516,0.00551931387309773,0.8049368627814497
0.008443204309223759,0.34150392405630353,0.005456303890092765,0.8406021901706726
0.008047065701218785,0.3399027259057516,0.00551931387309773,0.8049368627814497
0.0037714582621401586,0.38123416816074246,0.006982937451399164,0.3363538518370658
0.003673435643823147,0.3967440450755166,0.00645024150299799,0.31480450290366435
0.0037714582621401586,0.38123416816074246,0.006982937451399164,0.3363538518370658
0.0018793083571130218,0.3044003682167573,0.0012473028851855534,0.2099093523314773
0.0015955785166775732,0.2881232497686537,0.0011731863551242053,0.18828633097327907
0.0018793083571130218,0.3044003682167573,0.0012473028851855534,0.2099093523314773
0.011933303196043589,0.21330490771702168,0.002773169466201919,1.902123645480027
0.011819683517053791,0.21347970605033925,0.002817113094879938,1.8824704559273975
0.011933303196043589,0.21330490771702168,0.002773169466201919,1.902123645480027
0.015588566152651393,0.4879104847343632,0.0013825263531755,1.0862878863501066
0.01618197023249268,0.43239581926629855,0.0014324815781988239,1.2724151423071663
0.015588566152651393,0.4879104847343632,0.0013825263531755,1.0862878863501066
0.014378072295403638,0.24111242316663692,0.0018126486139608243,2.0274959358102755
0.013705255059939197,0.2343178676528051,0.001874360773025509,1.9886604325385269
0.014378072295403638,0.24111242316663692,0.0018126486139608243,2.0274959358102755
0.01576305188932647,0.26070484292380885,0.005149780727751462,2.055749169161886
0.01670752951755486,0.26263979020977646,0.004789353680085729,2.162871068177239
0.01576305188932647,0.26070484292380885,0.005149780727751462,2.055749169161886
0.008237429908827724,0.3527645145135433,0.0037500586293789232,0.7939364799386308
0.007922373430091265,0.3323408247598508,0.003513986269436286,0.8104953606519536
0.008237429908827724,0.3527645145135433,0.0037500586293789232,0.7939364799386308
0.008270816285812086,0.13985296566600564,0.009499338357962833,2.010738580897786
0.007724361287304411,0.13844465280969445,0.009001793323826229,1.896991168950078
0.008270816285812086,0.13985296566600564,0.009499338357962833,2.010738580897786
0.015306999760269925,0.4725061819750414,0.005814169384305548,1.1014416566441196
0.015273143676482786,0.47800049435655967,0.005397768067387037,1.0863731128551048
0.015306999760269925,0.4725061819750414,0.005814169384305548,1.1014416566441196
0.0007571612943855081,0.13327929041419215,0.00622530651312754,0.19315441978348047
0.000759664102496998,0.13778524182627405,0.006182301170197445,0.18745534095345123
0.0007571612943855081,0.13327929041419215,0.00622530651312754,0.19315441978348047
0.013023597085641873,0.4582980472772398,0.0026091333531675764,0.9661884957671614
0.012843346192114267,0.4786913512987374,0.0024814040483075207,0.9122240653547334
0.013023597085641873,0.4582980472772398,0.0026091333531675764,0.9661884957671614
0.002156212510131079,0.03902381428719093,0.005989394806843075,1.8786278759152502
0.002135701884552918,0.03636271840610541,0.006219351291547156,1.9969316722648307
0.002156212510131079,0.03902381428719093,0.005989394806843075,1.8786278759152502
0.0012370656039200805,0.26023242969940785,0.003180840704624682,0.1616256305252429
0.0011533003210216126,0.28114215592251474,0.003047997300743841,0.13947467531529517
0.0012370656039200805,0.26023242969940785,0.003180840704624682,0.1616256305252429
0.012109287863304317,0.2742143177999403,0.0056169031295189055,1.501437965222239
0.012656454400835033,0.2621717612625592,0.005742339483829564,1.6413646059975
0.012109287863304317,0.2742143177999403,0.0056169031295189055,1.501437965222239
0.006971378381894912,0.49606263348818913,0.0037859433680959152,0.47781640660517605
0.007665283797814364,0.4768808890814127,0.0039033708912649236,0.5465088979088772
0.006971378381894912,0.49606263348818913,0.0037859433680959152,0.47781640660517605
0.021690176327717366,0.4826813050979481,0.00531099164377786,1.527852824117023
0.021881732854198584,0.49956259279366977,0.004583061465206221,1.4892606607757588
0.021690176327717366,0.4826813050979481,0.00531099164377786,1.527852824117023
0.006341568255616014,0.23654513805254032,0.003326417150907294,0.9115102617034277
0.007015318992578181,0.2291534555434671,0.003402124548703866,1.040878241098198
0.006341568255616014,0.23654513805254032,0.003326417150907294,0.9115102617034277
0.011131579309774068,0.1929748276364554,0.007236777234336203,1.9612594096745282
0.011270491780447377,0.188027049689714,0.006428311221416988,2.037987200073445
0.011131579309774068,0.1929748276364554,0.007236777234336203,1.9612594096745282
0.00990576503903317,0.3387488954351576,0.007748382867129314,0.9942350096654302
0.009968108407135912,0.35076821716423623,0.0076640094897166364,0.9662097911337684
0.00990576503903317,0.3387488954351576,0.007748382867129314,0.9942350096654302
0.020741734050371972,0.36183922819990755,0.003998734244994876,1.9489842525394467
0.020627446541800838,0.37653817124007255,0.003942668565578707,1.8625819000275372
0.020741734050371972,0.36183922819990755,0.003998734244994876,1.9489842525394467
0.0015317925986747508,0.036191681245560686,0.009778604735906665,1.4390309198838291
0.0014816838324511045,0.03481852911292801,0.01,1.446851765045774
0.0015317925986747508,0.036191681245560686,0.009778604735906665,1.4390309198838291
0.018242780351264757,0.39891033464704734,0.0015108101655949401,1.5548720553750455
0.017573904061854086,0.40915250354179566,0.0015072066471223213,1.46036681416029
0.018242780351264757,0.39891033464704734,0.0015108101655949401,1.5548720553750455
0.005244871232070741,0.40146354922031985,0.00899405295498029,0.4441888242076532
0.005455868850590065,0.40857114848893916,0.009821433141933634,0.4540201666371067
0.005244871232070741,0.40146354922031985,0.00899405295498029,0.4441888242076532
0.0011089577632325308,0.2278694165790391,0.008093790273419646,0.16546566237785487
0.0011646381745880315,0.24478302068304342,0.007531118976744271,0.1617665221447938
